id,product_id,type,number,normative_document,status_compliance,registration_date,expiration_date
21cb46ba-d1dd-4726-82b0-0a6282742916,2b51bb5a-a17e-4a56-8c06-ff5fca4718e6,добровольный сертификат на пищевую продукцию,РОСС RU.6805.12RX12,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2023-09-03 23:28:03.050857,2024-02-13 23:28:03.050857
81b68929-9942-4988-9f72-0b6c6daddaf3,dc4449f8-2d3f-4a3c-a17d-6c6e36ef466c,Транспортная ВСД,J9SL-0534-7L1M-4104-HW14-0820-CF6Z-5004,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2023-04-19 23:28:03.050857,2023-11-28 23:28:03.050857
8da5a005-9a8b-4dc9-bfcd-52ecd652180f,c7b4ae24-2672-4661-b65f-9ac53abda974,СГР на пищевую продукцию,RU.70.96.89.337.C.939025.04.30,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2023-11-12 23:28:03.050857,2024-07-03 23:28:03.050857
dbe6e99b-3c1c-457f-9cf8-0f504f517401,b565b455-03b8-4c1d-91c2-c504a79f0b67,добровольный сертификат на пищевую продукцию,РОСС RU.9600.12OW16,ТР ТС 015/2011 «О безопасности зерна»,True,2023-04-23 23:28:03.050857,2024-02-27 23:28:03.050857
d77f7fae-6807-44e6-84f4-c4fb52c041d3,23b5b49e-e06b-497f-b2ae-1fd72a5ba891,Транспортная ВСД,DN6Q-3400-2KNB-8545-852K-6991-R4AM-0916,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-05-13 23:28:03.050857,2024-01-28 23:28:03.050857
79eff501-8db2-4ce4-8909-6461dbf9ea32,e65e4100-a6c9-4eb5-8280-6b277fc2b970,Транспортная ВСД,ENXH-5691-KXAX-8137-S6UN-8869-506E-6228,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2024-06-02 23:28:03.050857,2024-09-04 23:28:03.050857
4a52cd99-e6c8-49c5-bac2-f07ab3c5a392,a30e080f-dca7-4a74-9741-2ba7902ff0bc,Транспортная ВСД,JP13-7373-1L09-8535-GP9R-3278-HHHI-9464,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2023-08-01 23:28:03.050857,2023-11-27 23:28:03.050857
b9312b7d-c53b-461b-99f0-0a70c70964ea,b6742c2e-b7bd-4016-bbcd-91d18b6b0cef,добровольный сертификат на пищевую продукцию,РОСС RU.2812.54BL71,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2023-05-29 23:28:03.050857,2024-02-12 23:28:03.050857
de25980f-bb0c-4987-bdab-e49bc316ea9c,31bad317-6d01-4581-94db-4f9d130b6ff9,добровольный сертификат на пищевую продукцию,РОСС RU.2343.27RW73,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2024-08-02 23:28:03.050857,2024-08-29 23:28:03.050857
b76a68e3-9742-4e86-a908-3ef9b089867e,36f2636a-f49a-4b90-939a-638709dc9ebd,добровольный сертификат на пищевую продукцию,РОСС RU.4687.20IG28,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2023-06-19 23:28:03.050857,2023-11-25 23:28:03.050857
0055066c-a2b5-4bfd-8a4d-2bba0e8cd266,b6b08b87-e426-426e-92cb-6916743bd0cb,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-US.НВ38.В.1.83016/21,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2022-12-26 23:28:03.050857,2023-11-06 23:28:03.050857
2845675a-3cdb-4bc8-95a3-416cc4862d3e,40b7b0c4-c579-4fa9-99dd-ef5da957ed04,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-KZ С-CN.НВ27.В.5.72319/22,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-01-26 23:28:03.050857,2023-11-28 23:28:03.050857
792f44a5-ae9f-4e5a-b308-bd900a7c4f4b,3412490e-7279-4ed6-bf42-3c8e7ade5fbb,Транспортная ВСД,NMD7-2185-8NX8-2497-V7FC-7785-IKMT-4976,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2024-03-28 23:28:03.050857,2024-08-07 23:28:03.050857
52531136-7a64-466e-b6df-bb38b297dbf5,b565b455-03b8-4c1d-91c2-c504a79f0b67,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-US.НВ87.В.2.57834/24,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2023-01-02 23:28:03.050857,2023-11-11 23:28:03.050857
41d2b513-f7a5-4815-8ff0-4e7c68160bbe,13816165-e95b-454c-8e54-b1b7b8f73ccf,добровольный сертификат на пищевую продукцию,РОСС RU.3345.69EA21,ТР ТС 022/2011 «Пищевая продукция в части ее маркировки»,True,2023-10-09 23:28:03.050857,2023-10-22 23:28:03.050857
0ef9fd17-e124-4f76-aad6-f1cbb958040e,8b07f2e5-f012-44ff-8892-e0805f415166,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-RU С-CN.НВ65.В.9.60579/21,"ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",True,2023-06-08 23:28:03.050857,2024-01-29 23:28:03.050857
953fb349-6171-4a36-b052-83575b95fe0a,061d5eba-3af3-4beb-a322-e8ee3c120ec1,добровольный сертификат на пищевую продукцию,РОСС RU.2178.71VJ50,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2023-06-10 23:28:03.051857,2024-01-15 23:28:03.051857
4f86236f-a9e3-428f-9ce5-879e3c6e062b,23ee520d-b0ce-4ef4-9d9b-4d7426eb348b,добровольный сертификат на пищевую продукцию,РОСС RU.3179.64ND54,ТР ТС 034/2013 «О безопасности мяса и мясной продукции»,True,2024-04-27 23:28:03.051857,2024-08-10 23:28:03.051857
e18dea58-ad2f-4a7f-9f3f-87a36e5ced9a,cc9675ff-95de-4968-bfa7-66eff29c7e94,СГР на пищевую продукцию,RU.30.88.52.928.C.940385.08.09,ТР ТС 015/2011 «О безопасности зерна»,True,2023-06-19 23:28:03.051857,2024-01-18 23:28:03.051857
6515a0ea-214f-43b5-a42a-ce54897cf284,cf4b4c73-1ed4-4208-8ed7-384103be225c,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-US.НВ43.В.9.61382/23,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-02-18 23:28:03.051857,2023-12-03 23:28:03.051857
8e25da1f-211a-481c-8f17-d8bb68a69d11,ced62591-6ff2-402d-b235-d22d4b9283bb,декларация о соответствии на пищевую продукцию (ДС),ТС N Д-BY С-NL.НВ25.В.9.17819/23,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-11-23 23:28:03.051857,2024-03-15 23:28:03.051857
ed2b3cc7-3ea4-444b-9307-f86fcb95987d,f4f6c8c7-f615-415f-8617-424923a5cfcf,Транспортная ВСД,SAGR-8681-4CYW-8895-R4P9-9962-8ARQ-4407,ТР ЕАЭС 040/2016 «О безопасности рыбы и рыбной продукции»,True,2023-02-14 23:28:03.051857,2023-12-27 23:28:03.051857
456d00c2-bfec-4e48-a754-754aacaa18e1,b69d3158-bfa3-4767-a26d-7a414a0a9f68,добровольный сертификат на пищевую продукцию,РОСС RU.7473.79CE41,ТР ТС 021/2011 «О безопасности пищевой продукции»,True,2023-04-26 23:28:03.051857,2023-11-07 23:28:03.051857
d1a9f48e-fb15-4c8b-99e9-50ed28578eae,cc9675ff-95de-4968-bfa7-66eff29c7e94,Транспортная ВСД,BFVD-3992-AC81-5822-ZG4R-0505-YBL5-2173,ТР ТС 033/2013 «О безопасности молока и молочной продукции»,True,2023-10-16 23:28:03.051857,2024-04-19 23:28:03.051857
d0f4ffce-b7fd-48df-8a2d-bc1a9474f39b,e93268de-67ed-4eca-95c3-67f39a457a11,Транспортная ВСД,N2TB-9302-S34B-8874-E7IP-3174-EOSH-9647,ТР ТС 023/2011 «Технический регламент на соковую продукцию из фруктов и овощей»,True,2024-03-30 23:28:03.051857,2024-04-07 23:28:03.051857
69d94db5-0f4f-41d0-a11e-73c1bb843bbf,828bccc7-a9da-4e27-b9f8-b083461d4fff,Транспортная ВСД,C89O-4008-VTS9-6935-FC1E-0083-QQXI-3049,"ТР ТС 027/2012 «О безопасности отдельных видов специализированной пищевой продукции, в том числе диетического лечебного и диетического профилактического питания»",True,2024-02-01 23:28:03.051857,2024-05-20 23:28:03.051857
