id,title,address,phone_number,fio_representative
357de0c0-35eb-4324-8260-adbd45212e2c,НПО «Колесников-Суханова»,"с. Гусь-Хрустальный, бул. Белинского, д. 4/4 к. 96, 952111",89024021808,Мария Даниловна Жукова
a2991dd4-38f7-400a-956e-a3464989d169,Князев Инкорпорэйтед,"г. Краснодар, наб. Привольная, д. 2/7, 835356",+7 677 333 6080,Наталья Владимировна Сафонова
062ca5bb-2921-4c37-aaea-1ab6279a49e3,"ОАО «Калинин, Русакова и Авдеева»","д. Приморско-Ахтарск, пер. Заозерный, д. 8/6, 277870",8 (427) 733-90-82,Анисим Фокич Соколов
ac0bdd68-1289-4dd9-b102-7f49e76fa879,ООО «Муравьев-Князев»,"г. Камышлов, наб. Химиков, д. 519 стр. 414, 610807",+7 (553) 145-2834,Эмиль Владиленович Соловьев
02a2880c-c701-458f-92ec-32971965d907,Ларионова и партнеры,"ст. Пушкино (Моск.), наб. Кольцевая, д. 837, 231393",8 072 204 17 51,Лидия Геннадиевна Горбачева
3b6e92a9-452f-4ced-b886-7bfe8fef1a69,ТД Интерторг,"к. Каневская, наб. Вишневая, д. 1 стр. 2/6, 845684",85749477369,Зоя Харитоновна Лукина
ff5f0d02-758f-4c81-8df7-73c74b1bf32e,Молчанова и партнеры,"клх Листвянка (Иркут.), алл. Сахалинская, д. 8/1 стр. 751, 116268",8 324 246 4969,Филиппов Светозар Афанасьевич
9854c2df-952b-4bec-b921-1228d4a2467d,"РАО «Устинова, Ильин и Маслова»","клх Зарайск, ул. Ярославская, д. 44, 774401",+70991160426,Красильникова Майя Кузьминична
57b76b5e-05da-4563-b359-3b32ee8dff05,Макарова Лтд,"клх Балашиха, алл. Войкова, д. 83, 511922",+7 (621) 841-0423,Наталья Георгиевна Евдокимова
b6b2f83a-d120-4824-94bb-c29f294ec798,"ЗАО «Семенова, Горбачев и Калашников»","с. Славянск-на-Кубани, алл. Нефтяников, д. 1/3 стр. 107, 648136",8 (358) 117-3692,Яковлева Майя Викторовна
dcae1684-240c-49c2-9dee-848978584c35,Делл (Dell),"клх Черкесск, бул. Бригадный, д. 672, 776525",+7 792 877 24 91,Комаров Панфил Ерофеевич
9eed8b72-247a-48a0-8463-a2541fec3a3c,Технониколь,"ст. Курган, алл. Радужная, д. 8/3, 759102",8 694 923 03 59,Ия Валентиновна Никитина
c582b75e-a1a1-4b97-ac2f-f8d6163c4d90,ЗАО «Абрамов Одинцов»,"г. Усть-Ишим, бул. Социалистический, д. 8, 398020",8 848 599 76 77,Федотов Филипп Артурович
884612cf-fa6b-4306-a122-d67a946d8698,ООО «Жуков-Афанасьева»,"ст. Бодайбо, ул. Казанская, д. 7/4 к. 3, 166096",+7 257 463 94 29,Лариса Константиновна Журавлева
cef8a5ef-76c6-4b0e-b2bb-a9072d8858c5,РАО «Тимофеева-Лазарева»,"п. Югорск, ш. Герцена, д. 9/3 к. 94, 034591",+7 160 078 3262,Лидия Яковлевна Лапина
79880f55-61d7-4916-bcf1-bc3268d353ba,ЗАО «Максимова»,"клх Кизилюрт, наб. Высоковольтная, д. 1 к. 2, 631398",8 (913) 551-4075,Белова Клавдия Матвеевна
3dd72e9f-75c2-41b5-8efe-7da3c9b5fb2f,Орлова Групп,"клх Кедровый, ул. Лесная, д. 776 стр. 36, 670043",8 (588) 489-7497,Мишин Виталий Иосипович
7cb59e7e-6cfd-44d9-9433-47c72eb65740,ОАО «Архипов»,"д. Пушкин, пр. Попова, д. 585 стр. 84, 405436",8 952 491 20 91,Яков Эдгарович Богданов
9cdb0588-8205-4939-a54b-1c2ac63470ac,"ОАО «Громов, Брагин и Панфилов»","ст. Апатиты, ул. Портовая, д. 9 стр. 1/6, 789499",8 605 798 63 89,Самойлова Юлия Робертовна
6453f2da-965d-4681-a6f8-78f0ecbca8a7,"РАО «Селезнева, Крюков и Калинина»","с. Магнитогорск, пер. Гайдара, д. 39 стр. 5, 538709",8 (679) 373-6799,Филатов Архип Давыдович
1f5dda50-2c96-44a1-ba49-78a4e4003bec,РАО «Мартынова-Орехов»,"клх Ачхой Мартан, ш. Луговое, д. 1/9 стр. 4, 811035",89015372654,Агап Фролович Красильников
3b32df80-1001-4df0-b136-fd2582de4285,РАО «Никифорова-Сорокин»,"ст. Талдом, ул. Кузнечная, д. 8/7, 746480",8 990 187 63 74,Орлова Лукия Ниловна
aa901438-d9cf-4ed0-a76e-f288f8e628a6,Егорова и партнеры,"п. Усть-Камчатск, наб. Свободы, д. 59 к. 645, 145567",+7 (872) 748-9692,Агафонова Василиса Алексеевна
96709b45-a74f-4b50-990a-da2e71c10338,"ИП «Данилова, Кузнецов и Зиновьева»","г. Великий Устюг, пер. Школьный, д. 7 стр. 574, 356192",+77592849962,Марина Харитоновна Логинова
83d2bf55-e903-4216-8ee9-1b564c696433,Воронов Лимитед,"д. Великий Устюг, ш. Курганное, д. 691 стр. 901, 006167",8 (642) 982-31-73,Ираклий Фомич Красильников
928201b9-e37d-4647-b0d9-9bbed365c76d,Давыдов Инкорпорэйтед,"с. Ахтубинск, пер. Промышленный, д. 87, 176570",8 760 629 71 33,Рябов Виссарион Августович
b8e0805e-a221-4bec-aea3-36ce1a32f785,"НПО «Прохоров, Гордеева и Громов»","клх Галич, бул. Коммуны, д. 3, 620044",8 (410) 319-75-66,Евдокимова Светлана Сергеевна
1a9d86e4-6c9c-4c14-9679-4759e8bcb28b,ВЭБ.РФ,"к. Сибай, ул. Войкова, д. 953, 610772",8 (267) 734-14-56,Новикова Татьяна Григорьевна
d839d4a3-a85e-4790-a859-37cac1d8aee6,НПО «Богданов-Белозеров»,"клх Ноябрьск, алл. Покровская, д. 4 стр. 4/1, 558208",+7 109 714 78 05,Полина Степановна Савельева
fb8995b2-b480-48e4-8d8e-52077cedbbb5,ОАО «Исакова Савельева»,"с. Темрюк, пр. Лесный, д. 285, 469522",+7 538 679 59 29,Бажен Фёдорович Одинцов
0f28e5ef-f918-4f39-ab6b-383ee2b980ae,НПО «Мамонтова-Аксенов»,"клх Березники, бул. Стахановский, д. 44 к. 255, 898392",8 (417) 649-4629,Прокофий Ефимович Дьячков
d91938f9-72c4-4111-b166-25c9994bc9c2,"ЗАО «Русаков, Тетерина и Гущина»","к. Волоколамск, пр. Слободской, д. 4 стр. 62, 154727",8 (428) 639-7934,Панкратий Евсеевич Ситников
1e444cc7-ea94-4500-bb0f-541ec098765f,"ОАО «Петухов, Киселева и Зимина»","с. Амурск, алл. Киевская, д. 51 к. 1, 242819",8 148 927 59 60,Матвей Исидорович Кошелев
95a6d779-0057-4ba1-a2ea-595813f3a6e4,Совкомфлот,"к. Льгов, ш. 60 лет СССР, д. 73, 312173",8 (889) 245-1190,Денис Всеволодович Молчанов
7afb1460-60a2-45ff-9d21-dda580c9d82e,"АО «Носов, Ковалева и Ершова»","к. Шахты, пр. Марта 8, д. 3 к. 38, 865521",+7 041 701 10 06,Фаина Владиславовна Соловьева
021bab67-57ca-4b5b-865c-fb307666641e,НПО «Белозеров»,"г. Шенкурск, алл. Целинная, д. 49 стр. 69, 114721",+7 429 388 06 15,Измаил Ярославович Дьячков
25507981-129e-4940-b312-c3de9ddc41e6,ИП «Назаров»,"д. Чулым, бул. 30 лет Победы, д. 4/5 стр. 892, 229114",8 880 132 24 69,Фролова Зоя Афанасьевна
56618755-c4d2-4200-b376-92ea2bae8eea,ЗАО «Кузьмина-Симонова»,"клх Биробиджан, пер. Красных Партизан, д. 4/2, 799332",8 353 788 4739,Самойлов Болеслав Демидович
6e183a32-2219-4eff-ae9c-df77b4bf3c1e,ИП «Комарова-Пахомова»,"п. Красновишерск, наб. Больничная, д. 32 стр. 600, 245479",8 (542) 274-7399,Мирослав Ефимьевич Калинин
6592d816-54fe-4063-b479-af7fbd910bad,ЗАО «Ковалева»,"с. Тольятти, алл. Путейская, д. 2/5 стр. 8, 229044",+74141692915,Геннадий Марсович Колобов
bb6ef8f3-be78-45cd-9171-a776b1685951,"ООО «Котова, Блинов и Кудрявцев»","д. Мезень, бул. Дружбы, д. 345 стр. 6/9, 277587",83791486197,Медведев Антонин Аксёнович
c225fe2c-12d4-4cc0-84c5-1078919673a8,Каменск-Уральский металлургический завод,"с. Петухово, бул. Балтийский, д. 2 к. 925, 944444",+7 (488) 277-4290,Ольга Харитоновна Моисеева
b7f94abf-2643-4080-9aed-1981aaa78544,НПО «Шубина»,"д. Куртамыш, наб. Лесозаводская, д. 1/3 к. 751, 948405",8 286 636 34 15,Эмиль Феофанович Иванов
462503a4-f86f-4074-ad51-38063a2dbc9e,АО «Кононова»,"г. Хасавюрт, наб. Первомайская, д. 6, 326044",+7 255 297 3466,Варвара Геннадьевна Терентьева
aed03396-f2dc-4ed9-93ab-99ac8d855a39,НПО «Дьячков»,"п. Наро-Фоминск, наб. Макарова, д. 360 к. 1/5, 289532",8 (964) 051-2314,Элеонора Романовна Красильникова
0395b236-86b6-43d7-b04e-2b0f39211908,"ИП «Крылов, Князева и Максимова»","с. Красновишерск, пер. 60 лет Октября, д. 8 к. 3, 481042",+7 (383) 751-99-01,Русакова Евгения Артемовна
9f268791-0799-4f7c-a962-6403776936f1,Национальная нерудная компания,"с. Енисейск, пр. ДОС, д. 775 стр. 1/7, 467995",+7 784 241 57 97,Рогов Аскольд Филимонович
0e4ea59f-3c09-49cf-8cc4-fdb9b25a3c7a,Деловые линии,"клх Когалым, алл. Брянская, д. 9/5 стр. 243, 905214",8 974 274 4538,Лариса Макаровна Рыбакова
842a9a3a-37a3-421a-b923-a1a92d1fa228,ОАО «Цветкова Тихонов»,"д. Шали, ул. Казанская, д. 5/1 к. 165, 327439",83101443667,Владимиров Милен Вячеславович
9cb3d675-7ca8-48ef-8804-1d4ae34bc5c9,"ООО «Крылова, Горбачева и Пономарев»","ст. Ахтубинск, алл. Степная, д. 3/5 стр. 36, 723475",+7 962 766 19 32,Бирюков Флорентин Марсович
25cd9dc0-f034-440b-9682-f7200faaef31,НПО «Гурьева»,"г. Люберцы, ш. Васильковое, д. 78 стр. 44, 281642",+7 (070) 101-1100,Дементьева Варвара Робертовна
f7bc5ee2-66d1-46d7-9ccb-31c35eec6d14,Брагин Лтд,"д. Чебаркуль, ш. Шахтерское, д. 8/2 к. 26, 386589",+7 562 482 96 33,Андрей Тимурович Григорьев
0156c752-0c1d-4982-aea3-6baefb6167dd,АО «Прохорова-Воронова»,"ст. Амурск, ул. Строителей, д. 946, 844854",+7 436 754 7519,Григорьева Клавдия Степановна
1cc0d3b4-2d65-4630-a5dd-a6e30ddaf3b0,ЗАО «Галкин»,"к. Черкесск, пр. Литейный, д. 7/1, 070006",8 157 953 5793,Оксана Сергеевна Григорьева
09447be0-80cf-49f1-8ade-e40ec6815863,"РАО «Емельянов, Лазарева и Новиков»","д. Борзя, пр. Разина, д. 96, 742188",+7 (968) 504-5655,Федосеев Август Демидович
52cc5fe1-a73e-4c27-9b93-591d244d95a4,ООО «Шашкова Денисов»,"ст. Данков, пр. Овражный, д. 673 стр. 2/8, 520057",+7 083 236 83 07,Емельянова Анжела Оскаровна
fe757d78-f106-43bf-91cd-8ce8017be05d,"НПО «Беляева, Самойлов и Жуков»","ст. Ейск, ул. Просвещения, д. 6/2 к. 9, 341416",+7 399 774 3490,Агафонова Алевтина Вячеславовна
0a59f8d8-3799-4646-994b-36a6b96bc913,Салым Петролеум,"г. Южно-Сахалинск, ул. Зеленая, д. 8/7 стр. 103, 639722",+74984942520,Ефимов Дорофей Глебович
92ccdf27-abbf-43dd-9d78-64355c2a3a47,"ООО «Александрова, Беляев и Алексеева»","к. Серебряные Пруды, ш. Клубное, д. 706 стр. 3/4, 643106",8 (323) 054-08-67,Фаина Юрьевна Горбунова
749254bd-f0f4-42f4-b964-b4f50836fb35,АО «Ларионова»,"к. Усть-Ишим, наб. Спортивная, д. 776 стр. 8, 230774",+7 (074) 037-1924,Никон Александрович Соколов
68e79afb-5f5b-441a-adac-1957c4a412f3,НПО «Медведев»,"с. Карталы, бул. Юбилейный, д. 60, 720516",+7 317 262 92 80,Аким Ефстафьевич Марков
8391485f-8b7d-4277-8288-e7cce5712a4e,ГК Ташир,"к. Баксан, наб. Майская, д. 222, 573801",+73995077430,Захар Иларионович Моисеев
4f88b0b1-95e7-4eb5-8715-73027c704dfc,ЗАО «Горшков»,"к. Байкальск, ул. 40 лет Победы, д. 919 стр. 13, 019656",8 (512) 167-70-85,Фомина Вера Дмитриевна
5617d706-b7db-4702-a64d-099f9bbc0f41,ОАО «Юдина-Лазарев»,"клх Ребриха, бул. Ангарский, д. 41 стр. 51, 784132",8 (164) 812-71-35,Надежда Рубеновна Власова
20c4545c-8612-4161-ad40-c518984992fe,"ЗАО «Попова, Власова и Одинцов»","д. Жуковский, алл. Светлая, д. 83, 209891",+7 414 257 5560,Мирослав Иосифович Зуев
ba3ff73e-17ce-40a1-aeb6-78cfea51783b,ЗАО «Беляев»,"с. Махачкала, ш. Подстанция, д. 141, 068384",8 693 211 8066,Новикова Марина Кузьминична
fc68c3ae-dc41-45da-bd16-376b0a264793,ИП «Медведева Гущин»,"п. Кизел, ул. Максима Горького, д. 7, 610098",+7 087 117 7170,Антонина Кузьминична Михеева
0ed5ae25-95e9-4c3f-b6bd-7ffda24e052b,РМ Рейл,"г. Таштагол, бул. Малиновый, д. 6 стр. 23, 146857",8 (564) 683-27-87,Виктор Авдеевич Щукин
1bb6379d-16d4-454f-b50b-0b19ffd5aac5,Хохлова Групп,"с. Белый Яр (Томск.), пер. Ивановский, д. 6/1 к. 2/2, 420002",+7 304 861 1504,Дементьев Афиноген Артемьевич
54ddbbb4-f176-401d-8c75-dd045f9ef41c,РАО «Тетерин Калинина»,"клх Мураши, алл. Кооперативная, д. 88 стр. 1, 955130",8 (069) 772-5418,Дмитрий Харлампьевич Бобров
b0c62e84-de86-49d0-9b80-e3d84d56d7f3,ИП «Карпов»,"ст. Костомукша, алл. Шаумяна, д. 621 стр. 2, 689171",+7 598 907 59 90,Валерия Афанасьевна Игнатова
f2a0bc42-874b-431e-976b-d0594f7cc010,Артемьева Лтд,"д. Хасан, ул. Таежная, д. 6 стр. 100, 871638",8 086 037 88 55,Молчанов Фотий Трофимович
b6bdf247-ec5f-41dc-9bf6-84fa8f34378d,ИП «Орехова»,"г. Якутск, ш. Плеханова, д. 627 к. 879, 176180",+7 046 800 7734,Анжелика Антоновна Мухина
f4a3e37e-cfb1-443d-af28-417301a81769,Панова Групп,"клх Ковров, алл. Средняя, д. 6, 581568",80211491732,Миронов Кир Бориславович
a0353110-d73c-408c-a562-65c7d25a8bf7,Стройтранснефтегаз,"п. Углич, наб. Мелиораторов, д. 3/8 к. 794, 960144",8 793 326 7970,Шашкова Раиса Вячеславовна
7765af82-076e-4348-8144-0083bb6ceaf8,ЗАО «Архипова Владимиров»,"п. Печенга, ул. Верхняя, д. 67 стр. 55, 088170",+7 818 116 45 01,Одинцова Наталья Никифоровна
3b97c8b1-01ce-4641-9975-6d15e8b2e91a,НПО «Орехова-Осипова»,"к. Мирный, алл. Советская, д. 7, 811862",8 754 978 60 96,Изот Исидорович Абрамов
e66a3d7e-adb2-44cd-8b06-7fe202bd7ff5,Горшков Инк,"д. Стрежевой, бул. Хвойный, д. 7 стр. 8, 706724",+7 093 963 1657,Зосима Богданович Красильников
3c0ec743-4516-4bb7-b09a-8f49f7703d3c,ОАО «Смирнова»,"клх Чегем, ш. Автомобилистов, д. 9 к. 9/6, 012871",+7 (907) 554-2644,Иванов Спартак Жоресович
10c693c5-ec47-4163-9b32-88e84e450f89,Группа Илим,"клх Лагань, наб. Кольцова, д. 32 к. 9/3, 659941",+79814000442,Творимир Чеславович Матвеев
eb8b4d27-2cfd-472e-a887-5a5aecd338e4,Калашников и партнеры,"к. Шуя, пр. Кольцевой, д. 524 к. 156, 480090",8 080 932 96 64,Любомир Давыдович Лихачев
6c6b03be-f5d4-4843-a334-300a0d48c727,Поляков Инк,"клх Тамбей, алл. Пирогова, д. 1/7, 723623",8 452 796 4385,Семен Давидович Гордеев
6fbca765-eeb7-4b50-831d-629e4bdff910,Вектрум-К,"к. Пинега, пр. Октябрьский, д. 60 стр. 439, 266003",+7 (955) 907-61-00,Маслова Нина Геннадьевна
f6d74df5-beb7-4be7-b527-e4272932554e,АО «Шилов»,"г. Богучар, бул. Аэродромный, д. 4/2 к. 48, 809231",+7 281 772 8107,Смирнова Марфа Альбертовна
4219ad45-4a67-4b11-9a62-4b2b4f99151a,Маркова Лимитед,"п. Белореченск, пр. Раздольный, д. 7, 210561",8 617 425 16 88,Ксения Антоновна Фролова
513a0cf8-837b-4863-95d4-3b35c4b50a2b,Либхерр-Русланд (Liebherr),"п. Льгов, пр. Западный, д. 59 стр. 7, 262131",+7 387 827 5315,Будимир Артёмович Костин
81b19cbc-72d3-4d03-8bd8-ce82a0773f30,"АО «Максимова, Суворова и Королев»","клх Солнечногорск, наб. Добролюбова, д. 84 к. 1/6, 894812",8 770 231 80 74,Нинель Ждановна Федотова
50ce0c39-7903-4533-be7f-af9748dc90eb,Суханов Групп,"г. Быково (метеост.), ул. Кооперативная, д. 218 к. 1/5, 261292",+71488539890,Быкова Юлия Алексеевна
0edf2a6c-7875-4516-b4b0-1dab6975e9d6,ОАО «Журавлев-Логинова»,"д. Эльбрус, наб. Гончарова, д. 819 к. 6, 725973",+7 (814) 260-15-02,Эдуард Александрович Гусев
468b3eeb-b4f1-4364-9bdc-1c6b72d77f2e,ОАО «Панова-Шилов»,"к. Калуга, наб. Береговая, д. 8/7 к. 2, 810778",+7 (184) 303-9180,Колесников Панкрат Ермолаевич
99d6f2d1-3018-4b71-9405-d8f1605b0c6b,"РАО «Колобов, Гуляев и Горбачева»","клх Токма, ш. Краснодарское, д. 5/9 к. 562, 227515",8 243 157 3047,Добромысл Юльевич Уваров
0b1f88ea-065f-47c7-98af-a947d8485bf3,Борисхоф 1 (Inchcape),"д. Адыгейск, пр. Кольцевой, д. 4/5 стр. 44, 417851",+73239775163,Вера Феликсовна Журавлева
b6d2a265-3d13-4097-8139-fd18420db37c,АО «Мухин-Михеев»,"п. Ряжск, пер. Толстого, д. 8/1 к. 46, 386790",+75013396108,Беляков Мартын Ануфриевич
1292e591-e2d5-45b5-939a-ab4b2249e7da,"ООО «Силина, Шарапова и Степанова»","ст. Костомукша, ул. Боровая, д. 2 стр. 5/7, 642578",+7 895 601 2738,Ираида Даниловна Пестова
502155bc-3cf4-408f-8a6d-b606c8cd12f2,ООО «Дроздова Назарова»,"с. Яр-Сале, ул. Коммуны, д. 42, 919415",+7 572 530 6266,Вышеслав Антипович Юдин
bb8e7de7-3429-4eb9-b202-fb743837bdea,ООО «Быков»,"п. Канск, алл. Полевая, д. 51 к. 9, 723239",86975199228,Русаков Савватий Авдеевич
7e467a7f-1e2d-48e7-8558-260af62bb20f,ЗАО «Котова Петухов»,"с. Троицк (Моск.), пер. Сурикова, д. 19, 956640",+74042560093,Ксения Александровна Алексеева
aa8fe8a2-39a1-402a-b7c5-387b9775c103,Жданов Лтд,"ст. Мезень, алл. Сплавная, д. 924 стр. 55, 540935",8 021 341 1328,Фролов Радован Ермилович
29015cdc-9e88-4084-9f2a-ba31846d49e1,АО «Гаврилова»,"к. Анадырь, бул. Щорса, д. 84, 226599",8 (615) 787-8542,Зиновьева Ангелина Болеславовна
3bb2aabd-58e1-47c1-bca0-490b1a063db8,"НПО «Калашникова, Гурьева и Ершов»","п. Приозерск, пер. Брянский, д. 6/4 к. 3, 044365",8 (519) 122-06-76,Ларионова Майя Феликсовна
