id,title,address,phone_number,fio_representative
8eecc34d-4dba-4c28-9853-dde01c2f2523,Овчинникова и партнеры,"г. Нарым, пер. Машиностроителей, д. 4/6 к. 34, 571109",8 (431) 499-8467,Авдеева Ираида Степановна
85238361-03ac-455b-9965-ca9b773ebd00,ОАО «Афанасьева Сафонова»,"ст. Соль-Илецк, пер. Машиностроителей, д. 9/2, 544938",8 381 522 79 70,Евпраксия Федоровна Селиверстова
c31bb366-7c92-4e2e-be47-88063abb6874,ОАО «Галкин-Брагин»,"к. Троицко-Печорск, ш. Угловое, д. 2/3 к. 8, 618668",+79806321037,Ольга Харитоновна Овчинникова
2b697898-09b3-4b9f-be44-b600aefc7a80,АО «Комарова-Гуляева»,"г. Тулпан, ул. Мира, д. 8, 120414",+7 713 240 6769,Василиса Ильинична Андреева
18a9831c-f154-498c-b8de-7e0af573bf95,"ОАО «Фомичев, Лобанова и Фокин»","ст. Баргузин, наб. Осенняя, д. 357, 036452",8 (120) 172-6315,Тетерина Анжелика Петровна
622ed63b-b622-4748-b8ae-c11f5e1f28dd,Крюков Лимитед,"с. Оленегорск (Якут.), бул. Семашко, д. 1/6 к. 2, 560812",+79715939388,Евгения Константиновна Рябова
411d38ca-4eff-4670-86be-a9f3f32bc144,ЗАО «Веселова-Лапина»,"клх Павловская, пр. Российский, д. 97 к. 48, 225189",8 925 743 24 48,Октябрина Аскольдовна Журавлева
2712e034-ea85-414d-9ea2-58036610bf66,"НПО «Афанасьев, Ильин и Зыков»","с. Иркутск, бул. Строительный, д. 53, 770564",+76843421441,Вероника Оскаровна Белякова
bc33406d-1b10-4e9c-88df-f109b3f242de,"РАО «Колесников, Федоров и Прохорова»","п. Урай, пер. Зои Космодемьянской, д. 82 стр. 8, 708987",+7 (708) 379-02-78,Дьячкова Эмилия Болеславовна
4ae5273f-9cd0-4d0d-b82a-661f199f6a45,ЗАО «Григорьев Тимофеева»,"к. Богучар, ул. Западная, д. 8 к. 83, 517672",+7 (796) 709-2252,Светлана Тимуровна Белякова
86f88dd9-50bf-49cd-954b-5912ee4ca042,ИП «Лихачева»,"ст. Кизел, алл. Кольцова, д. 9/1 к. 831, 823146",+7 (523) 400-73-98,Котова Валентина Архиповна
14181fd5-5dae-43c0-93f1-10eebbe7f7fc,НПО «Киселева»,"ст. Кыштым, пр. Репина, д. 4 к. 48, 963568",8 (941) 795-8947,Виталий Димитриевич Федотов
e4e8464a-d66a-47c5-b658-47a35027e8e9,ИП «Уваров»,"с. Северодвинск, бул. Рябиновый, д. 2/7, 615071",8 (232) 645-1203,Нинель Вениаминовна Полякова
873b236a-991d-474a-accf-ac7089d66b5c,Сибирская сервисная компания,"г. Дмитров, алл. Речная, д. 94, 861359",8 (629) 000-84-72,Трифон Витальевич Якушев
641dfa31-9703-4952-86b0-ed0ddf90098e,"ИП «Макаров, Лыткина и Зайцева»","д. Невинномысск, бул. Тюленина, д. 3 стр. 4, 150466",8 620 055 79 66,тов. Князев Максим Геннадиевич
2aa3a5be-4542-476f-8c18-1aa02bdff025,Рогов Лимитед,"г. Торжок, ул. Ореховая, д. 654, 784473",+72147134157,Кудрявцева Эмилия Рудольфовна
98d32117-bf1f-4b46-9eb3-3b28b7a4c113,Ситникова Лтд,"г. Слюдянка, алл. Мельничная, д. 40 стр. 861, 103728",8 760 238 07 31,Носкова Раиса Яковлевна
9995b59f-409b-4d7a-a31f-b55aeda1f4a8,РАО «Сазонова-Уварова»,"с. Беломорск, пер. Магистральный, д. 958 к. 6/4, 618735",8 (783) 743-17-16,Октябрина Вячеславовна Кузнецова
5d891abf-74aa-4cc3-8bb7-061a4e2e8a20,ЗАО «Алексеева»,"ст. Бронницы, пр. Подстанция, д. 1, 610351",+78819141441,Моисеева Зоя Леонидовна
fb66d403-734a-433a-a6df-cea808c31248,ОАО «Мельников Константинов»,"д. Любань, наб. Большевистская, д. 5 к. 286, 080448",8 514 640 88 11,Блохин Вышеслав Давыдович
a509c783-f9bc-48f7-915c-fdbabc0ec97a,"ООО «Гурьева, Ефремова и Муравьева»","к. Кашира, пр. Сосновый, д. 9/3 стр. 8/6, 283212",8 512 314 60 13,Онуфрий Богданович Захаров
cafa7169-0c99-4013-95de-97399e6bf2c9,ООО «Ларионова Королева»,"клх Пушкин, бул. Дзержинского, д. 7/2 к. 3/9, 164258",+7 (064) 002-50-88,Кир Феодосьевич Федосеев
be5d1242-f17b-45f1-9e66-83a3c176dd29,АО «Савельева»,"к. Луга, пер. Широкий, д. 6, 732025",+7 771 235 7846,Василиса Леоновна Попова
ca9fca6b-b977-47db-bcfb-8fd418f4a8fd,Авторусь,"ст. Учалы, пер. Заречный, д. 13 к. 58, 683349",8 518 497 9704,Герасим Вячеславович Власов
9275716b-8638-48f0-bfe4-89e18d8da2ba,РАО «Ефимов»,"п. Шумиха, наб. Черемуховая, д. 500 к. 2/5, 369767",87254300949,Тимофеев Будимир Власович
5bc0299d-deaf-4113-9226-f9c40ed8838d,НПО «Степанов-Соболева»,"г. Троицк (Моск.), пр. Новгородский, д. 260 стр. 693, 192846",+7 382 781 2324,Денис Владленович Хохлов
196ef611-8193-4d8f-9f3a-b137541b7339,ЗАО «Евдокимов Борисова»,"ст. Саянск, наб. Выгонная, д. 25 к. 8, 371390",8 565 864 7384,Шаров Панкратий Геннадиевич
51c16138-cd58-412b-a97f-9b739542c74b,Трофимова и партнеры,"ст. Заводоуковск, ул. Прудная, д. 99 к. 87, 998109",8 490 907 96 91,Родион Ефстафьевич Кудряшов
85ee244e-7a5f-4daf-b41d-288b0f1b689f,АО «Лазарева»,"д. Макаров, пр. Северный, д. 6/7 к. 3, 236955",+7 (475) 961-20-92,Чернов Эдуард Матвеевич
35ecd3b9-bfd6-4f1c-a242-baf90d43759c,ИП «Кошелева»,"д. Пушкино (Моск.), ш. Коллективное, д. 2/7 к. 445, 453583",8 069 222 5036,Овчинникова Прасковья Петровна
e2e63728-f4af-4ce2-acd5-ac7cd5ae4913,НПО «Симонова»,"п. Междуреченский, алл. Ивановская, д. 80 к. 3/3, 740829",84490766990,Алла Ниловна Жукова
ce8d11dd-f218-4baa-ac66-c47c903b1aab,ОАО «Трофимов Назарова»,"к. Мценск, ш. Комсомольское, д. 4/5, 867175",8 (660) 860-21-88,Ангелина Захаровна Тарасова
108a86d1-ea0a-4471-875b-425cf43514cf,ГК ЕКС,"д. Добрянка, пер. Кольцевой, д. 6/4, 982898",+7 (317) 700-28-65,г-н Ситников Радим Аксёнович
31f70f3b-03be-4bc8-a52e-9b9932a7fd58,НПО «Аксенов»,"д. Октябрьское (Хант.), ш. Школьное, д. 8, 888419",8 (442) 267-4499,Дарья Эдуардовна Титова
21aef4cc-0eb5-4609-a2d7-3a0a4069821b,"ОАО «Матвеев, Капустина и Родионова»","с. Тихорецк, алл. Победы, д. 1/9 стр. 29, 435107",8 (423) 228-2747,Платон Яковлевич Галкин
5229a0bb-76d9-45ae-b0af-3f96a0161789,ИП «Рыбакова»,"г. Сарапул, ш. Кленовое, д. 6 к. 8/1, 057878",8 (752) 321-30-17,Осип Феоктистович Молчанов
afc6afd3-1518-4bce-84fd-e65671383838,ИП «Орлов-Корнилова»,"к. Переславль-Залесский, алл. Р.Люксембург, д. 449 к. 80, 986764",8 824 606 9797,Казакова Анжелика Ефимовна
5bec4d22-db3c-4600-b873-ed01a9cbbb1d,ООО «Громова-Одинцов»,"д. Магас, ул. Дальневосточная, д. 3 стр. 58, 814453",+7 (615) 635-90-80,Агап Терентьевич Беляков
513e7981-a40b-400f-bcde-fd3feaba41bf,ИП «Соболев»,"п. Углич, ш. Тенистое, д. 8 к. 859, 664931",+7 670 760 6834,Ефремов Юрий Трофимович
62080d9e-946c-4fc4-befd-e3c9317d9920,ЗАО «Агафонова»,"г. Сызрань, бул. Некрасова, д. 9 стр. 9, 586431",+7 (151) 962-40-08,Леонтий Ермилович Нестеров
889783c7-6dda-460f-bb35-140c5373d506,ИП «Самсонов-Ефремова»,"п. Белогорск (Амур.), ул. Космическая, д. 60 стр. 5/5, 546136",8 421 519 80 19,Стрелков Эраст Игоревич
34810f9f-cc68-4882-93b7-e4a686ad553f,Сибирская аграрная группа,"п. Баксан, алл. Высоцкого, д. 77, 384599",+7 883 419 14 93,Элеонора Юльевна Хохлова
0c13b57c-229d-420d-974c-88acf45e83c7,Большакова Инк,"г. Аша, алл. Горняцкая, д. 393 к. 54, 081517",+7 (173) 665-5577,Константинова Клавдия Кузьминична
b10be0fd-773f-4bf9-b4ea-0b02694f9779,Нефтетранссервис,"к. Невьянск, бул. Тенистый, д. 45, 863039",8 (936) 310-3012,Смирнов Всеволод Харлампьевич
fd83f74a-1a57-4e53-9132-6afbb23413f1,Зарубежнефть,"клх Валдай, бул. Сенной, д. 345, 317361",8 346 800 3354,Алина Вениаминовна Коновалова
aad695b4-0d76-4282-880b-1e76462c4369,ЗАО «Михайлов»,"к. Киржач, алл. Беляева, д. 385 к. 7, 857563",+7 263 935 9062,Николаев Феофан Харламович
14f7c165-a0fd-474d-a7c7-9679e1c74885,БСХ Бытовые приборы  (BSH Hausgerate),"п. Ряжск, бул. Специалистов, д. 37 стр. 45, 825044",+7 957 180 1874,София Григорьевна Макарова
b4013120-cdad-4b12-b9f0-d5c4626b55c9,ООО «Терентьев-Гордеева»,"ст. Осташков, наб. Металлургов, д. 7 стр. 9/3, 858461",8 312 122 7012,Попов Андрон Абрамович
13f72011-5ae1-4f3b-b52a-2d593b163201,Меркушев Лтд,"ст. Приозерск, бул. Енисейский, д. 1/7 стр. 65, 679474",+7 (275) 941-62-58,тов. Волков Руслан Герасимович
6bfd28c4-a4b9-40c1-aae8-1d4f8cc62c95,Группа Стройтрансгаз,"клх Карачаевск, бул. Космический, д. 2 к. 6, 568615",8 952 008 68 92,Максим Адамович Афанасьев
e4d4fdc4-1fd1-4ca3-a487-c7ca4a1104af,ГК Титан,"с. Бавлы, бул. Черноморский, д. 9 к. 1, 139490",+7 018 150 24 14,Шаров Юрий Адамович
8599f264-0638-46c9-96fc-c0f50dc5927c,"ИП «Терентьева, Антонова и Родионова»","к. Смирных, алл. Урицкого, д. 868, 664986",+7 (279) 211-5235,Дарья Рубеновна Суворова
95224081-9773-4c06-bb80-9526ed83c508,171 Меридиан,"п. Саров (Морд.), наб. Красноармейская, д. 9/9 стр. 4/9, 321128",+7 (152) 775-60-61,Вышеслав Эдуардович Сазонов
0082fad2-a8b2-4bca-82e9-b04d84ab67c5,Романова и партнеры,"клх Ейск, алл. Победа, д. 853 к. 462, 599509",+73451130530,Нина Макаровна Яковлева
e148c54e-d062-4888-b060-4558bc0f55f7,ОАО «Бобылева-Гаврилов»,"г. Борзя, наб. Детская, д. 952, 675966",8 979 081 7165,тов. Гусев Адам Феофанович
3f947108-a2ec-49d4-aa8a-34708dcf2213,"ОАО «Сорокин, Кулакова и Ермакова»","клх Кырен, ш. Петровское, д. 8/2 к. 92, 721285",8 264 715 27 08,Глафира Кузьминична Панфилова
12dcd04a-c57d-4b1a-8580-6a3c05f60cd8,Федотов и партнеры,"г. Киренск, пр. Подлесный, д. 1 к. 8, 001182",8 122 798 57 38,Киселева Надежда Анатольевна
25a8a81e-dcd3-4b1c-9dee-19292cacaed3,ИП «Савин Романов»,"с. Красноселькуп, бул. Жданова, д. 751, 652642",8 (035) 676-9378,Селезнева Синклитикия Мироновна
f6526043-9a92-490e-be29-3009b7899b24,ОАО «Никифорова-Иванова»,"д. Оленегорск (Якут.), наб. Севастопольская, д. 5/4 к. 827, 547592",86703900245,Никодим Дмитриевич Кулагин
89cd3c33-3bd8-405a-9ca5-2b43b4fcc9a2,Одинцов Инк,"г. Усть-Камчатск, наб. Карьерная, д. 3, 830816",87113464187,Власова Зоя Михайловна
8b44a4e2-5bd4-44c5-8abc-92ebdeee80ed,Зимина Инк,"д. Кропоткин (Краснод.), пр. Марта 8, д. 4/1, 190816",8 (130) 966-2204,Соколов Всеслав Еремеевич
b5ce29f2-845f-43a8-96cf-96b2b779bafa,ТД Ункомтех,"г. Назрань, наб. Новостройка, д. 6 стр. 223, 757461",8 (102) 800-90-01,Жуков Зосима Ермолаевич
ce9919a9-aa0c-46e8-973f-fd828f6d2c59,"РАО «Стрелкова, Баранов и Комиссаров»","клх Калач-на-Дону, ш. Мелиораторов, д. 6, 692649",+7 863 634 66 54,Буров Прокофий Ерофеевич
dfe22be5-ef21-4e20-9546-e479603d79c5,"ОАО «Романова, Ершова и Дмитриева»","с. Кириши, наб. Строительная, д. 11, 128370",8 (174) 439-2632,Комиссарова Агафья Болеславовна
8bd7738c-a981-4956-8b9d-73bbd06635c0,"АО «Агафонов, Артемьев и Ларионов»","д. Фатеж, наб. Владимирская, д. 56, 378190",85769642590,Ангелина Макаровна Костина
a853df29-24cf-4602-8855-edd91b3a62a1,ЗАО «Зыков»,"клх Снежногорск (Мурм.), ш. Республиканское, д. 3/6, 784970",+7 (060) 245-0694,Поляков Никита Алексеевич
ef6fe1f4-0a02-4908-9cbc-78bbc4cfe8e4,Шашкова Лимитед,"клх Армавир, ул. Южная, д. 692 к. 591, 647150",8 541 311 37 37,Михеев Никита Харлампьевич
36d53de0-938b-4341-b0cb-cc6e623f204f,"АО «Дорофеева, Терентьев и Голубева»","клх Саров (Морд.), ул. Новгородская, д. 3 стр. 7, 828683",+7 (892) 412-2817,Евпраксия Кузьминична Александрова
2dc7c732-0358-47a2-a148-b32ef80d5d4c,Объединенная компания Связной — Евросеть,"с. Змеиногорск, пр. Котовского, д. 1 к. 863, 810085",+7 679 563 89 77,Фёкла Яковлевна Гуляева
b772f986-c000-4774-a023-99d846ef6cd8,ОАО «Пономарев-Константинова»,"клх Солнечногорск, ул. Сенная, д. 6/8 к. 97, 847002",8 755 689 7221,Майя Дмитриевна Кузьмина
88902064-6972-4de0-835a-f8872f0ced58,ООО «Романов Васильева»,"ст. Хасавюрт, пр. Ильича, д. 6/8, 297862",87194238388,Мефодий Ермилович Мясников
7a2b4078-d4de-4ce2-8c78-d02f5a5c9d51,"ЗАО «Кулаков, Белозерова и Карпова»","к. Териберка, ул. Кубанская, д. 2 к. 362, 060220",82927057480,Лапина Анжела Ефимовна
4cc38cc7-e4dc-418b-946e-fac7769e37f9,НПО «Абрамов»,"с. Петропавловск-Камчатский, пр. Ватутина, д. 76 стр. 818, 415713",8 945 869 4559,Лариса Эльдаровна Сафонова
d216f598-7bf9-466f-8da2-8b765e691376,Моисеева Инк,"к. Усть-Ишим, алл. Тимирязева, д. 76, 898615",+72017780662,Агафья Игоревна Гущина
87d0a3a5-ce63-47b1-93f4-51f12bb894aa,ООО «Васильева»,"с. Королев, алл. Плеханова, д. 223 к. 19, 693396",8 (746) 302-2440,Потапов Гедеон Тихонович
e49a6575-137e-4ef0-ae05-c22a9ea62f7b,ОАО «Быкова-Мамонтов»,"к. Обоянь, бул. Астраханский, д. 222, 109628",+74612360275,Владимир Ильич Калинин
62f2bfc3-93f2-4e62-9cb8-14341a3887ef,Исаков Лимитед,"г. Цимлянск, наб. Юбилейная, д. 73, 713092",8 898 539 2499,Евгения Валентиновна Назарова
9ef302be-4d60-4f61-a57b-cebac8573beb,Носов Инк,"ст. Гусь-Хрустальный, пер. Чернышевского, д. 4/9 к. 195, 219768",8 (270) 354-94-40,Болеслав Авдеевич Ефремов
3e7ad165-587c-432a-875d-453c414ce4ef,Новикомбанк,"ст. Ребриха, пр. Гагарина, д. 697, 230055",+7 (850) 795-7537,Евдокимова Антонина Олеговна
cbdf5a49-b5c6-41b8-8c18-7e6a2b905e79,РАО «Игнатова-Анисимова»,"г. Мостовской, наб. Пархоменко, д. 988 к. 7, 800718",+7 (466) 635-28-58,Цветков Кирилл Валерьянович
59980ebd-245f-4cae-b56d-1e8931d6f6a4,РАО «Белоусов-Шаров»,"с. Кандалакша, ш. Рыбацкое, д. 7/8 к. 1/5, 534357",+7 (105) 853-09-48,Филатов Семен Фомич
4d81ca7f-0919-4a01-993e-5cd55e607779,ОАО «Казаков Зуев»,"клх Иваново, бул. Красина, д. 1/1, 122714",+71355417904,Тамара Леоновна Колобова
686cee80-6fe3-4f2c-93c6-17d212b77a4f,ЗАО «Потапов Панфилова»,"г. Крымск, пр. Коммунаров, д. 9/4 стр. 9, 585599",+7 574 192 87 65,Филиппова Нонна Вячеславовна
f68edc03-366e-4cfa-bfea-18f989a5104b,"ООО «Муравьев, Лебедев и Орехов»","ст. Глазов, алл. Волжская, д. 8/5 к. 3, 613922",+7 029 140 62 60,Афанасьев Игнатий Матвеевич
c0c23820-c55c-4510-a731-0f1b065b1502,"НПО «Шаров, Абрамов и Назарова»","д. Черемхово, бул. Челюскинцев, д. 5 к. 5, 793517",8 090 670 24 76,Екатерина Евгеньевна Чернова
2a7e67ae-694f-4f8b-9100-f23867ed169b,АО «Белякова Соболева»,"к. Шаховская, наб. Пархоменко, д. 2, 755548",8 (883) 160-35-71,Виноградова Юлия Оскаровна
c84eb92e-1728-47a7-9da5-50a6566337b2,ЗАО «Карпов»,"г. Мыс Шмидта, бул. Омский, д. 5/8, 451028",+7 802 832 6792,Белоусов Влас Гертрудович
bbc9528c-3690-4a03-9063-a1f7073218c7,ВТБ,"с. Арзамас, бул. Стадионный, д. 6/5 стр. 874, 271295",8 (474) 744-4459,Щербаков Ульян Гаврилович
06a23cc1-f9ec-49eb-8524-7274c1101980,ООО «Тихонова-Беляева»,"д. Туапсе, пер. Иркутский, д. 2/4, 668865",+7 558 578 23 12,Блинова Лидия Кирилловна
912cb06a-b815-4bfa-9de5-b0408940dfa8,ООО «Марков»,"ст. Северодвинск, бул. Тихий, д. 5/6 стр. 89, 232294",8 (353) 048-57-60,Митофан Ааронович Александров
1d7f476c-4990-48f3-8c98-3c27d3024fdc,"НПО «Королева, Лыткина и Зайцева»","г. Прохладный, пр. Парковый, д. 36 стр. 235, 613046",+7 476 401 30 00,Турова Евдокия Федоровна
e76ed024-5812-4145-8d33-4af8464fdf22,"ЗАО «Гордеев, Ермакова и Горбунова»","ст. Югорск, ш. Промышленное, д. 2/3, 805895",+7 555 069 0207,Федотова Василиса Борисовна
15bb5ae1-598a-46fe-b5b0-bd151f2dbf8c,НПО «Осипов»,"п. Карпинск, алл. Азина, д. 3/8 к. 66, 129999",+7 061 566 12 31,Остап Демидович Шестаков
0f8865c1-c5cb-496e-b264-1faeba9369da,Карелия Палп,"п. Тутаев, пер. Абрикосовый, д. 7/7, 455882",8 (526) 496-3931,Михеева Евпраксия Рубеновна
d16fdc27-6b6d-4599-8a34-5276f8177f66,"ЗАО «Пестова, Калинин и Федосеев»","г. Переславль-Залесский, ш. Жданова, д. 251, 297602",8 (916) 364-5851,Зыкова Октябрина Матвеевна
1c009668-de41-4b2b-ac43-77ad30a7af96,"ООО «Мухин, Игнатьев и Николаев»","с. Новый Уренгой, бул. Отрадный, д. 7/1 стр. 2, 000171",8 (133) 204-3670,Ия Евгеньевна Фомина
8d9869a6-ce04-4cc8-b7f2-d53fade7475e,НПО «Николаева Федосеева»,"п. Радужный, пер. Республиканский, д. 57 стр. 38, 682915",+7 169 050 8522,Муравьев Тимофей Ануфриевич
5a5ba9c1-b6d2-4357-b9b8-1e8c557fa6f4,НПО «Соколов»,"п. Лабинск, ул. Песочная, д. 795 к. 5, 631593",+7 690 208 5982,Пелагея Ниловна Соболева
495c5c4c-625c-4591-abc9-d9993441b6ab,"ЗАО «Петухов, Сидорова и Жданов»","п. Чермоз, бул. О.Кошевого, д. 4/3 стр. 8/9, 273527",8 (621) 905-13-28,Лука Иосипович Цветков
5c4f26a3-404a-41ca-88f2-5049d8b47f9e,ОАО «Филатова Королева»,"с. Тихвин, ул. Торговая, д. 74, 997613",+7 812 802 2197,Быкова Анастасия Натановна
94ea5300-34ae-4ce4-80f0-c1993ca872d3,НПО «Третьяков-Костин»,"ст. Касимов, алл. Микрорайон, д. 4/2 стр. 64, 880120",8 (414) 585-17-74,Макарова Евгения Алексеевна
c969230f-a986-42c7-82c6-fa4e141e75a5,"ЗАО «Логинова, Комаров и Михайлов»","к. Мурманск, пр. Российский, д. 377, 846676",8 134 892 7625,Наумов Гостомысл Вилорович
57934de5-8403-43b8-9242-6851c4b493b3,РАО «Терентьев»,"ст. Карталы, пер. Тихий, д. 5/3 стр. 429, 791453",+7 132 354 2339,Сидоров Ладислав Геннадиевич
ef4c6b65-6968-45da-8afd-c4eeb1d6f8b1,ЗАО «Лебедева»,"п. Липецк, ул. Ветеранов, д. 6, 665459",+76151600949,Крюков Юлий Демидович
a52336b9-17ba-45b5-a108-682d235fd5c9,"ИП «Князев, Хохлова и Филиппова»","клх Славгород, наб. Медицинская, д. 3/9 стр. 4, 223626",8 885 394 33 63,Мухина Евдокия Антоновна
40353671-f7a7-47d1-adef-d4e025a5124c,"ОАО «Фадеев, Сазонова и Савельев»","к. Лотошино, ш. Ручейное, д. 3/5 к. 99, 596720",8 (228) 619-57-66,Гордеева Анастасия Федоровна
576ce754-e706-456c-875d-340084621598,X5 Retail Group,"д. Ногинск (Моск.), пер. Индустриальный, д. 8/5 к. 95, 921067",85658762168,Измаил Эдгардович Пестов
f2556d16-9de1-4476-b67a-73c5d4a456f5,ОАО «Третьякова Назарова»,"г. Лагань, пр. Володарского, д. 598 к. 10, 127406",+7 038 842 5837,Олег Артемьевич Дорофеев
8f709ca5-5566-41f5-ad51-ff9756872d7d,Лаврентьев Групп,"клх Тихвин, бул. Никитина, д. 3/1, 311462",8 622 354 02 14,Ангелина Евгеньевна Агафонова
5120f78c-b287-4e70-a50f-4bd92643fe7a,Ефимова и партнеры,"г. Листвянка (Иркут.), пр. Морской, д. 4/7 к. 6/6, 499455",+7 (294) 247-0252,Филимон Антипович Мишин
b44d339d-95d8-4271-bf0f-a51e825ceda2,Сысоев Инкорпорэйтед,"г. Сальск, алл. Победа, д. 11, 901058",+7 269 446 7994,Моисеева Юлия Юрьевна
f41a66de-3941-4da1-b7e5-d0f3f8da8f36,ЗАО «Савельева-Воробьев»,"к. Мураши, пер. Энгельса, д. 3 к. 372, 515610",8 687 545 4539,Баранов Сергей Гордеевич
169fad06-2d75-455b-aa36-e2e6bb4aa686,ЗАО «Мамонтова Лобанов»,"г. Хатанга, алл. Саратовская, д. 2 стр. 1/2, 362486",8 660 935 67 17,Лавр Брониславович Кириллов
