id,title,address,phone_number,fio_representative
e43c1e34-8d6e-40e4-8d5c-e8af3ad21b45,"ИП «Белякова, Савельев и Соколов»","п. Неплюевка, ш. Томское, д. 164 стр. 194, 849661",+7 032 049 42 64,Суханов Панкратий Архипович
3d88941b-3d17-42e0-9a48-0f15ea993555,ИП «Горшков Пономарев»,"п. Билибино, бул. Вахитова, д. 232 к. 3/4, 765084",8 580 798 6630,Севастьян Харлампович Захаров
23d578dc-76e9-43ed-bcd2-b36280fa573a,АО «Николаева»,"п. Мирный, пр. Ивановский, д. 16 стр. 2/8, 572902",82149964085,Евдокимов Кир Федосеевич
d940efa9-9784-4fab-9551-8d804d12c2f9,ЗАО «Гусева Дроздов»,"п. Владикавказ, наб. Украинская, д. 1/8 к. 6, 838341",+7 (019) 868-76-70,Епифан Бориславович Зуев
9812cd83-5819-4069-9332-67de9a6daab0,РАО «Андреева-Макарова»,"д. Бронницы, наб. Приозерная, д. 94 стр. 95, 795561",+7 510 906 95 05,Петр Феодосьевич Яковлев
79a8af6d-705e-4360-bece-d09f3e777c25,СОГАЗ,"п. Ведено, ш. Геологическое, д. 3/3 стр. 8, 953109",81354113218,Сергеев Юлиан Богданович
778835f1-98ef-413d-aa89-3e8df4958d86,РАО «Суворов-Самсонова»,"д. Камень-на-Оби, бул. Воронежский, д. 16 к. 51, 482652",+7 (309) 017-53-26,Денисова Нинель Васильевна
ed43f692-5cd7-4392-9144-b12b2b54a749,"НПО «Моисеева, Тетерин и Овчинникова»","клх Черняховск, пер. Иванова, д. 8 стр. 15, 143883",+7 612 209 52 16,Дорофей Чеславович Логинов
f4b51c21-b90b-4dd0-bf54-d6d8ab41d276,ОАО «Филатова»,"клх Троицко-Печорск, пр. Клары Цеткин, д. 25 к. 9/2, 698553",+77599438808,Анна Леонидовна Лихачева
bae3bca8-ac7f-41ed-9fb6-a2645f4fff11,ЗАО «Устинов Михеева»,"д. Кирово-Чепецк, алл. Цветочная, д. 5/8 к. 9/2, 250629",+74405734487,Ольга Аркадьевна Кондратьева
02acc542-4fbd-4a86-8064-9c2738231099,Сазонова Лтд,"с. Ревда (Сверд.), ул. Свердлова, д. 6/8, 482170",+7 083 915 80 26,Регина Юрьевна Колобова
28468369-ea00-4d29-8748-c03ac2057b43,Славнефть,"клх Москва, бул. Бажова, д. 8 к. 1, 223520",87894606149,Белозеров Трифон Феофанович
4d917490-9710-49db-a936-6f2890def964,"РАО «Ермакова, Архипова и Агафонова»","д. Новомосковск, бул. Угольный, д. 996, 109697",89231587182,Фаина Валериевна Сысоева
d661afc7-3aef-40a7-a4fa-6d78b04c3deb,ОАО «Игнатова»,"п. Дно, ш. Комсомольское, д. 189 стр. 55, 183295",8 (500) 490-54-43,Матвеев Аверкий Васильевич
adad7cae-d708-4691-ba16-81d7f89b27b4,"ООО «Жданов, Власов и Сазонов»","д. Джубга, пер. Добролюбова, д. 101, 558657",+7 (564) 532-56-69,Красильникова Агафья Станиславовна
8e65b657-13f4-421e-8a6f-7286a29b5fe9,"ЗАО «Юдин, Егоров и Алексеева»","ст. Теберда, бул. Космонавтов, д. 59 к. 72, 635021",8 (144) 317-8870,Ирина Матвеевна Молчанова
86e9f716-1cea-4f20-a8f9-8e0f600d5793,РАО «Селезнева»,"п. Санкт-Петербург, бул. Микрорайон, д. 1, 614828",8 (053) 667-89-33,Савватий Антипович Кабанов
437f91c5-123e-4f0c-a309-0e970b38e6b7,ООО «Шестакова-Пономарев»,"г. Черняховск, наб. Таежная, д. 6 стр. 773, 334096",8 944 985 6030,Елена Эльдаровна Шарова
f4490f2d-9a31-4a21-9f52-b399e75d01ae,НПО «Князев-Фомина»,"клх Териберка, ш. Портовое, д. 24 стр. 277, 178985",+7 445 569 59 73,Тихонова Наина Тимуровна
d4b5cc75-4709-4164-8dfe-f8f86f6b5d5b,Ачимгаз,"к. Казань, алл. Нижняя, д. 700 стр. 5, 220182",8 (030) 826-8234,Еремей Александрович Князев
05eca529-e40c-4740-9ca6-d7bbc9481964,ИП «Борисова-Селиверстов»,"г. Сыктывкар, ш. Приморское, д. 3/7, 861611",+7 802 099 9193,Брагин Ефим Харламович
1751338e-07f6-41a5-9855-9658b544436a,"ЗАО «Шарапов, Голубева и Панов»","клх Троицк (Челяб.), пр. Карла Либкнехта, д. 2, 761740",+7 305 935 4328,Кира Григорьевна Костина
96e53097-0c11-40fa-968b-9580156023d8,ОАО «Зиновьев Константинова»,"клх Мытищи, алл. Азина, д. 76 стр. 390, 871811",8 (884) 571-5971,Адриан Игнатьевич Егоров
3ec31abc-c3a0-4ffe-b8b4-64e5acf5c368,"РАО «Быкова, Михайлова и Лапина»","г. Дно, ш. Фестивальное, д. 227 стр. 5, 625519",8 (321) 646-1486,Савва Владиславович Ильин
e931b3b6-49c7-4335-98fa-6c229017f682,"РАО «Цветкова, Поляков и Маслов»","ст. Коломна, пр. Угольный, д. 6 стр. 899, 931243",84450292368,Иванов Савватий Александрович
652e11fd-3f85-4b3a-98a0-10cb27b8b98a,Семенова Групп,"ст. Оха, пер. Трактовый, д. 527 к. 44, 419952",8 099 408 23 76,Алла Федоровна Борисова
d6de0037-a260-4eaa-ba32-660190ed4828,"АО «Моисеев, Галкина и Ковалева»","ст. Красноуфимск, пер. Ставропольский, д. 7/5 стр. 7/6, 527955",8 (826) 113-10-20,Стрелкова Фёкла Юрьевна
ba6b2932-9c4e-485a-8782-52b8d555a20d,ЗАО «Волкова Носов»,"к. Тверь, пр. Совхозный, д. 5 к. 9/8, 672270",+7 726 577 08 43,Геннадий Васильевич Власов
53423b45-9318-4e87-a76e-aa6d2d8f29e4,АББ (ABB),"г. Аша, пер. Вольный, д. 795, 471346",8 (842) 822-66-35,Вероника Ниловна Федорова
efb58f06-a63e-4038-ad26-ad2e363bf95b,ЗАО «Артемьев-Николаева»,"д. Котельнич, наб. Красина, д. 155, 798596",+7 (741) 654-0069,Жданов Сергей Иосипович
697e8bbb-3317-4669-ab82-4c39662033c5,РАО «Фокина-Жукова»,"д. Тырныауз, пер. Пограничный, д. 6 стр. 3, 019982",+7 (834) 370-75-73,Викторин Феодосьевич Тетерин
7c07e14c-84d8-44c0-b9bd-5f49815e9f8f,"ООО «Павлов, Ефимова и Бобров»","с. Бугульма, бул. Солнечный, д. 24 к. 5/4, 364467",+7 (054) 823-08-45,Нестеров Станислав Димитриевич
c68130df-358b-49ec-af10-9ea5c5265a9a,АО «Филиппов»,"с. Верхний Тагил, наб. Торговая, д. 10, 124312",85259959793,Суворов Спиридон Денисович
59009ff2-e3a0-4e24-b1df-7d3842210f22,ИП «Фадеев-Шашков»,"п. Находка, наб. Володарского, д. 20 к. 598, 474693",80788234978,Ангелина Вениаминовна Щукина
b43cd3ae-0f05-4097-93bf-746f93e00bbf,Попов Инкорпорэйтед,"с. Москва, МГУ, пер. Серова, д. 6, 116590",+7 494 895 3600,Сергеева Дарья Тимуровна
66b38e69-cdd2-4d1e-8548-efb1d727a4ef,"НПО «Большакова, Авдеев и Костин»","п. Артем, пр. Водников, д. 133 стр. 703, 282984",8 438 247 0191,Бирюкова Олимпиада Архиповна
6ca5e55f-902f-493e-9856-f61082e7f7db,"ИП «Лыткин, Козлова и Гаврилова»","ст. Надым, пр. Привокзальный, д. 795 к. 864, 520523",+7 (035) 986-00-12,Брагин Филимон Ааронович
99bcdb3d-18bd-477e-9326-e4cfa70e0127,Абрамов Инкорпорэйтед,"с. Терней, пер. Степной, д. 8 стр. 110, 351668",8 (868) 241-0809,Ираида Захаровна Мухина
0d803e70-7ef2-44a8-8d50-8b5e7c20da9f,ОАО «Горбачев-Кудряшова»,"к. Кемерово, пр. Культуры, д. 8/6, 564021",+7 (457) 967-7607,Харитон Артёмович Воронцов
35e2a481-4909-4096-9edc-1fd35763292c,РАО «Маркова Денисов»,"к. Каргасок, пер. Крымский, д. 3 к. 595, 569850",+7 (092) 747-7163,Виноградова Марфа Архиповна
da30c86b-fb58-4bb1-90b9-c1fe33e9f5fb,"НПО «Матвеев, Васильев и Кузьмин»","д. Нефтекамск, пер. Тамбовский, д. 17, 641332",8 305 046 24 41,Сидоров Милан Гавриилович
ff6cd128-e899-455c-b600-b5cdac8720e0,ЗАО «Шаров Жуков»,"г. Кизляр, алл. Зеленая, д. 95 стр. 960, 387683",+7 (799) 248-42-77,Нинель Кирилловна Ширяева
2deb517f-d689-40a5-9e70-5aa00f665d52,En +,"к. Губкинский, пер. Рабочий, д. 4/4 к. 59, 339970",+71873247995,Гришин Радим Харламович
cd55c37d-a3d7-488a-9fa9-5ce72399084e,КРКА Фарма (KRKA),"с. Усть-Ишим, пр. Рабочий, д. 1 стр. 480, 568797",8 959 355 0019,Вячеслав Ерофеевич Игнатьев
a9be3f96-4a53-47ac-8f21-01d28a80a10d,"ООО «Денисов, Суханова и Ларионов»","ст. Чегем, бул. Максима Горького, д. 7/8, 069315",+7 (697) 648-70-31,Орлов Юлиан Эдгардович
008709b7-8120-4888-a94c-1cc5d34749d3,ОАО «Захаров»,"с. Белоярский, ш. Советское, д. 8/3, 729467",8 022 222 4511,Макаров Максим Артемьевич
4f2cd529-f7f5-4a49-8fde-d14e2e459a67,ЗАО «Александрова Наумова»,"г. Плес, ул. Хвойная, д. 5 стр. 132, 447121",83253912985,Клавдий Артемьевич Бирюков
8d115c20-14ba-4552-9fe5-5854eb745a1c,НПО «Константинов-Голубева»,"д. Барнаул, алл. Вавилова, д. 877 стр. 646, 302933",+7 644 450 2045,Дарья Ниловна Романова
8aff8be1-5f51-47c2-b524-bd6845ab51a7,Такеда Фармасьютикалс (Takeda Pharmaceutical),"с. Таганрог, ул. Ленинская, д. 73 к. 3, 334238",+7 (040) 181-2279,Эммануил Елисеевич Пономарев
2231055a-e13b-473d-b25c-7c2ba9997cbe,Крокус,"д. Енисейск, наб. Докучаева, д. 75 стр. 3, 195240",+7 945 864 7684,Селиверст Абрамович Фадеев
0a23ac04-6857-4901-a585-67cfe3e11d5f,Блохина Лимитед,"к. Ярославль, бул. Специалистов, д. 5/7, 905869",+7 (522) 472-9477,Васильева Антонина Геннадьевна
8024e57b-378a-42f0-9b91-f7db7b6c1040,"ОАО «Ефимова, Елисеева и Овчинников»","с. Сочи, наб. Гастелло, д. 2/4 к. 7, 644534",+7 922 185 43 45,Селезнева Глафира Афанасьевна
1115c20b-1b3e-4de5-9464-255e32947aca,ИП «Филатов Капустин»,"п. Плесецк, алл. Достоевского, д. 2/6, 452667",89779533576,Лариса Натановна Зимина
a0182500-d731-4d2e-be2b-d9fc412a258d,"ОАО «Баранова, Васильева и Дмитриева»","ст. Медногорск, бул. Красноярский, д. 1, 513287",8 017 202 5584,Якушева Елизавета Филипповна
b40472a6-faec-41c6-907e-5bf339a4d768,Кабанова Инкорпорэйтед,"к. Катав-Ивановск, ш. Королева, д. 2, 561436",88441650439,Бобылев Изяслав Фролович
74a4547e-8e79-4ca9-9896-f7eda1b0d9b4,ЗАО «Меркушев»,"ст. Лагань, ш. Восьмого Марта, д. 82 к. 6, 414189",+7 041 624 7172,Русаков Аггей Марсович
a5d2b99b-0f60-46b7-9e89-b252fddc16a5,Евдокимова Лтд,"ст. Омск, ул. Светлая, д. 2/8 к. 2, 870359",88001383250,Антонина Эльдаровна Матвеева
71c918f5-fc21-45b4-b4c6-8e44b7d0121c,Муравьев Групп,"п. Тымовское, наб. Ленина, д. 22, 573611",8 741 762 2428,Терентьева Пелагея Романовна
a88bf906-a79d-4f14-a253-24ba7dd83fc9,"РАО «Блохин, Гусева и Белова»","д. Лазаревское, ш. Карла Маркса, д. 8/1 к. 433, 970032",8 117 162 19 76,Ильин Герман Эдгардович
0b618b3c-15c2-487e-9c22-71cf6d8ef27d,НПО «Жданов-Степанов»,"г. Беслан, бул. Беляева, д. 46 стр. 8, 634520",+7 004 588 88 95,тов. Филиппова Агата Валентиновна
eac9b9f4-43bf-4e9a-8320-a42bbbdc12ec,ИП «Назарова-Филатов»,"п. Черский, пер. Чайковского, д. 13, 926275",+7 994 670 95 89,Лидия Болеславовна Моисеева
