retailer_id,distributor_id
04c80a06-5ff6-4247-8ff2-30e0721267c6,c79071e7-d03c-45ee-966c-af8e83c9e196
cb3f8876-f8a6-4db5-b413-83b064584bb5,67a9bae5-fe84-4934-896e-a330601d6a33
b70eda1d-5d2a-4987-a6d5-ba9e65d42c4b,6794ea47-6671-4e26-8108-53f09b5a7958
737a165a-53d1-4f80-b328-d1c5cbd86fda,ec7de8fb-a4c9-4705-ad86-e733e13a5452
7ee3b704-a1ea-491c-8698-f776529b4615,e18da852-035e-4eeb-bf2d-b8241ec1d13b
f12f94dc-ea68-465c-b3a7-5f7276c9c00c,4ab13f44-6aeb-4283-9d2a-a44677d5be5e
85006c1f-eb3f-460d-bcf4-2d0a3b80bfd9,f16ddcb2-e5ad-4168-9ea3-e0435ce1284f
97902d6a-bef4-46fa-a6b0-0f695f3a3d91,c9864935-5998-498e-9992-bf65a69f9dd7
c47253a8-65bf-4928-b265-642ae5ce44b0,6875bee6-b575-43ac-90b7-e94b58bf4ce6
e9d1a540-c4e6-4dff-a20b-f95518da9a8d,7ba7a50b-8ad0-4d9f-a607-a6166e2a3c05
437de873-72bb-4ad3-ab01-137d891b0583,402c6d5f-440e-4c7f-a6fe-d7e34f856e67
6a6c202c-4f45-4014-951b-15257f7477e9,e7423480-2b6e-445e-a796-81968f82b700
605d5cb5-2865-4a21-b7c3-433f74cd9b84,703bb1b9-6c25-4938-8652-36b22e9fded9
519a8b66-cd00-4086-a68b-d4ec38b97f1a,09768c65-ec8e-4eb5-9069-fc8704e06594
827edfe6-96fe-4bc8-9ba0-e060c11df68f,98f6f7fb-c3b5-4713-8ec3-1e09fc50050c
5aeb77ef-2a53-48e0-847b-3430c339da43,ff7606af-3663-4d4f-9d7b-e0cccef1083e
22a4dc8e-c6d7-4d97-a858-384deef76b15,91f8a44c-7eba-45ef-beb2-ffcb493ca15c
eed396e2-1059-44eb-9051-946236bfa95e,6caaee64-7241-4054-a052-5ea3a275b8da
06d44438-8f78-447b-94fe-def538603589,10c3ffab-6b0a-4ab1-a729-85ac15437adb
f8238e24-e66a-4a92-a027-081f0d8c9d1e,2e5abb6e-6853-4174-b869-b3adefa10ae2
7a7c1436-9b26-446a-a8a3-c896241431ed,8b55e0ff-08f0-4170-9936-fc2da98b86b3
40ba890f-8e11-47b2-a8c0-fc72cb27218b,6d60fe4c-e9d4-4468-819d-744d63877e7f
2d316a0b-3253-484f-b999-540c86729273,a3c339ef-e4bd-4a5d-8d36-dce428b8a8ec
d0c43dd1-3f51-41ac-925e-be23b9c86869,ce07359e-e8b6-4547-9ed5-e68608513c8c
4b45ed07-7108-4a48-9209-b2155f9b630e,fd07f492-5816-40ff-87f8-b6d3a52967d9
d7db8f48-5491-4e13-8710-d2e0e049e7be,0153aafe-bca6-49d6-9e9b-faad6bb7db26
0aff536e-f479-49cc-8d2e-79a15ee64095,da373daa-c567-4154-888a-8f0b9170d6a5
f2ecfb50-1da7-4065-b733-9b30a7dfd076,34cf6aca-5661-49d8-8120-e47ff9800c81
e0205741-deb5-43c3-884b-8c1fccc2ba7e,3594e165-e3f2-4e65-8bfc-5c87d130b17c
ec93f922-b886-4c15-ad88-f9636e0590de,bf5048cd-26b8-4ce8-9088-6293b666106c
e2e7f084-2bee-463d-9446-bd5430f1078e,63ccce5a-2ade-4bcc-8331-9339943389f4
0e98b2c4-58c5-4a5a-8f2f-b6b6124abac9,7d123a37-32ba-439f-81b9-5c31c61e196d
e192c538-0368-4045-b956-90e4c9f4705a,46f101b8-bcb0-451c-968e-723a8794c3ad
367dd5ce-d400-4a7d-89b0-f8d30aa327fa,5678119f-26b8-438d-98c7-a8d148a785bd
bf4dd0f6-2965-4751-aa68-b2970a7226b6,c76564a4-2aa2-4c35-a282-1a79b5ed0df9
0e98b2c4-58c5-4a5a-8f2f-b6b6124abac9,66541da9-f20b-4f77-a5f0-60137375a07a
aa94e52e-c764-4032-9fb9-8328d1ea6f2e,f51c18b4-c4c1-46ce-9c42-c5a07a2eafe6
79bd8716-9ddf-4d7b-91e5-04e13342227a,f585d344-eb87-40b2-8e5c-aafd291d27ed
abdb327c-b02c-43ad-b8db-2e0b82b4eb3c,984e786f-ddf2-4fbb-9f67-046b69b35544
f2aba685-08e8-4cf7-aae9-c4b13ff5001c,6156e4f0-1085-4827-b888-739d5d17d3df
993bf9e1-b73a-425a-903f-4198abc9c0fc,ff896f43-8a63-4cef-b30a-964ab09668d5
49bf6c98-b121-4390-a22f-d943add03ab1,3011fe51-6ed3-4ec0-88aa-e526444031a0
ff9a1abd-aade-4012-adba-c66d8e98b1b6,7afdb5d3-3720-4c3b-9bd6-272a2c9e1f09
40ec764c-444b-44d9-a97f-aaa3ad887cee,432e36c2-8e89-4525-8a3c-2c1209c3e694
e5309838-49c9-4382-be6f-3c26205e06eb,5770c2cc-11b9-4669-a9ab-a02f277a5fdc
0a5ee9d0-ce58-4a7d-b68b-52e4722d323c,b1254d62-20dc-42fa-bb54-329b6717783a
85a61856-193e-4f9f-8bf7-ace058cea5e4,1c1bb2e7-e276-4ad7-9384-0e5ac2b12479
5e1f7ee8-7125-49e2-8f5b-8dedb7d695ee,837ea41c-4efa-4df2-a5d7-28948fcaaa08
158deee9-53e2-4870-8f4e-b351e84cdab6,660b0014-b845-4370-93d0-1400c8abb5c0
7c2f7427-a240-41d3-bb76-6f145689275a,e88e1639-6105-42e3-82ea-6ede17044eec
d4e2a9d4-8e0c-4beb-a777-041e29d02626,166aa332-0384-4344-8f57-06c006ec1f09
0350a6b1-a172-48be-8cb3-5b63e354798c,599de921-0b06-42b3-a3bc-2dbdade46c52
06717778-bfb7-4949-af5c-fe4d2eedfb59,94771ffb-ed7d-4720-a0bc-4454e2391835
42f83f77-5e11-4f80-826d-6ac2c5c75dfe,2ce15ec6-8f71-44ab-942a-df1e8e0bbb88
0a1e8ded-9392-4393-81f3-a613a35c6c27,8cff4486-4ee6-42d9-9e81-968f3750c160
f237c15a-06a2-4adb-bda3-88e06b8bf044,1eccf92f-5f04-4162-a96d-b7cb36df8464
36372f8b-ffd9-4cc9-898b-ffccf5e546cb,6875bee6-b575-43ac-90b7-e94b58bf4ce6
1e12aad0-8cde-4136-8a3e-7d0b45cb5200,6b2111a7-566e-4123-a18b-a7c54800deb6
d7868b75-a644-448d-a0d4-22bfa7e48aee,f2377236-cf0c-4311-b53d-1391749ade02
b5cee133-0a8b-45f4-a2b2-b312b6a33200,3acd449f-dbf7-4d12-8c76-2a4ba64ad91c
753918ad-cfae-49a9-a893-9ba93c642a6d,12ca5de7-d660-4597-b7b4-b12ca54da92b
76811020-37bf-44e9-b851-13e5fe0464bd,f2d8be68-1347-4f6e-b2d6-1387d0f3b13d
9dde9f5c-6b05-4543-9f15-1bd49f113331,9c013ae4-66a5-41a5-92c9-895aa00df0ac
54983008-2611-4cef-b5ca-e0eef0816b7d,bed903c5-b0bd-47f6-8588-801668a9fe40
84425b73-530e-4ba8-aad3-bdcb4fbcdba9,9a8bdfbe-e96c-4850-970f-e98ed14dc35c
b0df392c-abe3-4e49-86f9-56e37912a02b,a927619a-6700-4bbe-bcd4-3bb64cf05764
ed1d35a6-712e-464b-9db2-d10d7380eb15,9f37bd22-4867-40db-926a-748cee0e47ca
f59bffdb-7c21-48c0-ba57-5373720553c7,af69d6e6-dec2-4017-a52d-9da362612ffb
1ec407ab-f996-4ff0-8b54-aeb1afa8de68,01366271-a4fb-4e18-9e79-982468389652
1ab51248-5c30-4a25-a3c4-bd8c99b98481,bffaad7a-9291-49ab-9c91-bb7a7b1105b1
a2643b1e-ec8f-4831-82ea-58cc154605e8,29f050b6-dc0f-4ad2-b4d8-49a428cd3b1b
7a7c1436-9b26-446a-a8a3-c896241431ed,458584f0-4c5f-4dee-aded-f84d0ccb1117
f5d22898-7c64-449d-8d4a-29b40de5043f,9af5684f-0bff-4eba-8397-c1f2840ce435
a8698bf3-1395-4ac9-901f-5141c6480e87,b058b49a-0ac0-4efb-91a3-c3d97b4e2d6b
4dad4138-d9a6-42c0-8af4-8b53af2ec373,a0b41adb-4d02-44a0-8e0c-0b0b1c55ee00
d0b51b7d-be41-4cc9-97b9-d0eef78771dd,2ab82c56-240e-4b05-9d62-c753dc75b3a5
e5708e46-1ce4-4d46-8bf8-6e545b9b0267,3361be1c-52fb-49dc-8654-f82f4289e7e4
3bb3119a-8134-4efc-95db-9802a62dbc3c,98c6d736-64fe-4d63-b7a7-10ecb1405373
855cb22d-12d4-4de2-b96c-f5dd43227735,b70506b4-ab8d-4c51-922f-4568f35df11f
e3963088-49f4-4b52-99fa-1c5ed2eee243,59ed1d4f-28df-4445-934a-39c420d70607
ce43ed39-f401-4b06-ab8f-1894307575df,8918878d-76cb-46a9-b253-d10e35464be6
75fe6db6-5f88-4289-bd50-5477a44785fa,982298f6-a5ab-4047-88f1-d73a68aa50ea
48d5464a-87a9-4db8-ba96-32158d2c5405,da8e8a21-8028-448c-9078-bc348270248d
0a8b9494-29c7-4c23-ae2b-8f968cd75255,4d19a39a-d19e-43a4-acb1-e07c00538bec
b31fa531-4c13-4f50-b168-fd4d59e8c59e,853500ee-9496-403e-ac65-2f87c253f24b
9172fa58-f66f-4221-a802-373e7083617c,432e36c2-8e89-4525-8a3c-2c1209c3e694
711e0fc6-7a79-4043-b4c3-c3639b386175,0103d911-2b28-4e35-83d9-4042396af251
2c92f7cb-b97b-426c-9506-5c360d69bf05,cbac8ad4-9844-4ab5-995a-e562a32f16ca
ccdb807d-23e2-427a-aba3-205fee1e6cb3,d19cfae1-dfee-4895-853a-c7a1e251e3a8
183352c4-e45d-4262-8223-d319b56b57a0,cd4defcf-1759-4f28-9af8-6a0a446befe0
860c1973-f235-487e-b111-cf46c53fb2e1,947bfc28-f319-4570-9c82-2943918f24f9
a5ad6a9e-40bb-4088-b0e8-4f75fafb751f,b714c919-8987-4b87-8c42-12380e1e8051
73601030-a550-47c3-8a43-a4c1fce337b0,9a973c37-cbbe-4664-a316-40eb46f8bf92
1fc141cb-2482-4856-8284-49c72bec3ad4,ca83ccc3-f255-4337-bb91-ce1f87ca2797
d1f5bbbb-4e86-4d36-a221-f5a479ba59d5,2934ab7e-8695-43ee-be1a-c8dedce73ad2
c4cc033f-f325-4d9d-8715-087bd8572158,6d98e9c8-9d89-41d3-bbb6-3e31ac994428
aa04969f-7c84-44e1-91ca-21522dc12099,5763ebfb-30d0-4963-9701-c34296648dfd
452a18c9-62a9-430d-8727-b3ff402fa4cd,21f1c778-dce8-4bde-a02a-71362359a9d1
5f4af9cf-ba5d-4713-8c76-018259b5b9dc,7ec4ab46-0eca-4438-a11a-b0f1a3c6618d
57605663-6555-470c-8c36-a963af90aa2c,0721261d-8c37-4c73-9f7c-d669b2f89693
e2ff3144-a597-4299-a69b-5d2a444a94ff,5963ec78-56d4-4451-ad6b-7672b5634b43
397f4920-856e-41fb-93d3-e8a475f110c9,a7f02e7e-99b8-48b2-812a-231a81393f7a
f1b552d0-1c54-4e2e-a824-3bd11aeb54e2,d0836362-f817-4e80-947e-c0c28b20319b
4ad0b8db-38b1-4c6a-b999-532ef4fb66e9,843cd37e-2981-42eb-a7bd-1d0a705dd9bf
98d63c7f-f09a-42a8-94d9-0384021f35fb,947a6f16-1704-4851-bec1-0da14fd3572d
d168a762-0915-4e86-9717-7b3b6ce46224,fb297793-cdcd-45fe-a232-26146702f7c0
89d06687-3e6f-4ccd-a993-dddbe2e53d5a,18711d17-2eac-4728-ae06-df9140abefbc
56ae069e-e8bd-4797-b1fc-d589766074cf,72e04e91-714e-4472-a88e-079c5901086f
90fa99fa-70f9-4df2-81f3-53faa8b2aa24,363ae432-27b9-45f8-8bef-aa39b6289281
e55b0619-2d40-4bb5-b1c5-80b3c64dd9ec,7f67b4cb-de64-437d-863a-5a691f8d0da2
c5ba513d-e91a-404e-8eae-83236aec429a,16380caa-30df-4b39-b4af-c3324bcf822e
b4872059-9515-454a-bf8d-fc58bdc6d3e1,ab7eb35b-c626-4f3c-9b82-5b394c9ae5d1
bfe309ec-1dcf-4a82-a98d-516ffd51335a,b0261726-9f90-43e8-b353-6f7bc2c2f5e5
487bd1ee-0490-46fd-badb-9bcf1a76988c,93314d87-5cca-4ba3-a97e-843f34f93d5f
ec29a298-f2f2-485a-a18e-8b19a75debc7,12b834a9-c1c3-425c-b4c6-a6966ddcc8b1
467945e1-aad6-452e-9700-f35a3f806272,7dbab2e6-d971-4b75-a927-d2182fd6d78c
32e3fbcd-b635-4019-bc24-9362a33bb3af,b70506b4-ab8d-4c51-922f-4568f35df11f
4c36c532-34bc-44b2-bde1-b16a93b0d93d,41369b2c-ed35-482a-b7d7-2035163e85e9
a780d8f9-8c22-4329-aa8c-7ad57c3c73cf,aa09c1b6-07cc-48f5-9bc2-07a46038fbd3
642aef1b-f614-4944-810b-f9be14882dfa,79a4f733-064f-4262-9c1a-a237657faf73
3b1edb71-c112-44cd-9a2e-a3d3babebd93,fec10d30-44b5-4fa1-9c88-fd7d98576033
16505bcd-d7b4-4518-92b1-32cf0c765fcc,f274a947-f658-4668-bf2c-93f69e3fad4d
16ccf83f-8073-4793-aed4-33c297283f5a,033c29b4-28be-4373-805f-7cadec7598e2
88ae9207-35d2-499b-afba-a5f0c2327d7c,47cae53b-a679-41ec-86dc-29d4add4a086
c88ef0ae-3abb-4ff0-94af-f0a45b5db7ef,0fcce8bc-2bc0-4f3f-8a12-f9edc4462f35
bc6a135f-6a12-46c8-a12b-11881523cd8a,ff37fbd9-35ca-4ddd-a3cd-197b5a2a6431
aa990300-a9c3-4e76-a354-e6fc3cccd994,b99b195d-3b44-44d3-917e-02965dddaea8
d15d64eb-83e8-4e51-9c3f-42c03ff1e141,55330bd5-eacd-4323-b0bf-732de421ba0e
e2ff3144-a597-4299-a69b-5d2a444a94ff,5c6c8339-293c-47b7-937e-8490e95bb9d0
0af33cfb-423d-40cc-ace0-fc562a543939,f1ff0d4d-cfa9-495e-9087-ff07ca69d3d0
f037613f-81bc-4b62-99f3-d76887f034d1,617179e1-afc6-40be-bb24-3cadb8ddd34a
7b570925-eedd-4c4c-8535-dc6b292e26cb,da8e8a21-8028-448c-9078-bc348270248d
3c165219-e854-491d-aaa6-eb550d43237d,2ae58418-c557-49e9-8b28-1a0dffb1817e
9af4ad8c-8f97-4ad3-b8e6-ce09fb31dd79,eb50fff6-eba9-4912-a3ae-b829f896888b
4d485fb9-c655-4102-8100-bf2cdf5f3d2c,317d3be9-c956-4114-9b25-43093f653b58
115f6266-4812-44f0-9397-72d32f8d92d7,5e53df0a-e8fd-4b89-bbc2-f8d71bd1bac2
34e21b62-fafa-4c03-ab1b-e152c8133556,49b01371-55d1-4ab0-83ff-083ea24f1ee6
6a6c202c-4f45-4014-951b-15257f7477e9,d1574d8a-3f7b-4daf-9a15-f7795a920d3a
94da8783-dcf5-44cc-afce-659b27843c85,8e2d33ea-8e43-4b0e-b48a-a72c4709fe31
9a9f4add-f7e8-4d6a-bb23-23e8ec3ec098,0370323f-a1c2-4d4b-98fc-396292d75a4f
c65f8419-6fc6-461a-b1cd-c4670fe79b57,ee190a9f-5bb1-416e-a8f4-0828c36ed521
4742b76f-053b-404a-a588-c6d483031ab6,60bda10f-81fc-43d6-9833-3d0480f3fbfe
35631770-2baf-42eb-8524-c43e7905f94f,2ba49c6e-6735-470c-9337-3469b71cca51
0fc8ee1a-b45c-4618-ad4a-5f6b76b004eb,bbb13295-be2a-4b56-9317-883f77cb9511
0ebef806-600f-4edb-9d13-21690e6b46a6,b352bd6e-a6be-4498-bfbc-9de825089ed7
86bd9de5-2e41-4573-8a73-a2d66f46b635,da8e8a21-8028-448c-9078-bc348270248d
44416b60-8596-4dea-8e3a-dacc6a39fd09,7d9371eb-644b-47e9-9333-2b0a4736be82
996ee06a-ebae-4051-a061-e7456d3d8134,67b9baac-3c46-42d4-9d7d-d51ec8b68088
8c62c0ea-c329-4072-a56f-0fc99c34455f,33dbbf75-16f9-41ca-a164-b984ebd02314
b48b77be-f079-47df-b446-db1021333a54,904c709f-4296-4dd9-aba1-9de8ef444ef0
258f5584-c462-4d03-b149-208482f98395,a0cf4786-49d7-47be-b91d-c2197b7e0df9
b24c24d3-5097-4ef2-93a3-96fb22c051b2,e0353819-e7c4-4068-899c-cd9bed68f6b2
78965720-dbcd-4494-9f24-d600ad04e528,df196871-d5d2-4feb-9135-427fcc83c675
636fdf75-24d0-4cc3-9ff8-c131273dae48,ae3226ec-9258-4266-9716-1c7de46415c8
69107a60-9a89-4c69-ba45-28e3347617e0,8572566f-564b-470b-bbff-064496d50443
0865ae9a-3c40-46d5-b292-11cb3a997e98,19b4c368-d3a9-44fb-8601-9dd211d1b981
3724699d-a4dc-4a73-ab7f-e48dc5671411,19ffdefe-cc22-479f-8285-9aa39ae4bef2
b71c8051-1cb4-41fd-84f7-d376afa0c140,4b4f08af-ad42-410a-b4f0-67cfca9cff08
7f1af113-2b3b-443e-9ec4-44467f002ccc,5f6b18f6-a903-472d-bb52-a258491c8cf0
e94a82af-583b-45e9-b6c8-6a7bbc5716b6,2ea1fbfe-e935-4f03-973e-9ea0f1a63fa5
5aac2c8f-0fc0-469f-b73f-bd902baa46ba,984e786f-ddf2-4fbb-9f67-046b69b35544
df714597-90eb-4db2-b9f8-f1327c5056d5,4f2d64d9-f726-46ad-a393-89bb84697b43
21f0369f-45bd-4704-9f09-fbcb0131112d,487e39a0-a989-476d-ac42-32124fe8736a
3bb6094a-cd30-428f-b61a-8a54c3d365a9,ef2ad89c-c249-47c2-8129-11db87ce2941
214306c9-c04a-406c-a12e-748a3e353b62,05c1761b-8bcd-49f8-b569-f3800b9c0f57
b849265b-017c-4d74-9f84-53ca11767bd1,89fcf3b8-9075-47fb-96e9-a1e8379d6f04
397f4920-856e-41fb-93d3-e8a475f110c9,b3d9df43-698c-498b-b30e-54c8b1425c3c
cabc8c5c-d14f-48dd-8a2d-5811a478fcaa,aca908e2-7cfc-44e4-a0dd-21462baedab0
3b6dc4a6-264d-4e02-a5d4-3cec45857adb,5e1f2c56-5409-4c20-8384-30430751f5f6
a40ad40e-ec7b-4aad-9004-cdf63fbdc9b4,ea5c0289-7c7b-4a85-b047-a782e37dd945
d7db8f48-5491-4e13-8710-d2e0e049e7be,8da233e9-110f-477e-8a36-f2b9a7624ca6
c4ce3308-5d36-4dd3-b578-ea35b0246002,d134c9cf-e02b-4923-ac34-9ba7bbfae874
0376e63d-d3a0-4658-84b0-8cc674df2ca0,bffe55f8-c71d-4472-9bd8-a62f2ee2284a
4b8481da-7ef2-4850-8adc-d38563721968,a314346d-ff09-488a-a303-049ca7c7ac43
b24c24d3-5097-4ef2-93a3-96fb22c051b2,b75810d6-a4b1-4065-afab-4f7f605a82f0
3009d543-bcfc-402a-9365-bc2aa42a391c,46337977-c2ce-49ba-a6ba-21459a343864
e0205741-deb5-43c3-884b-8c1fccc2ba7e,c0950ba0-b1b6-40cb-92c2-a38072889177
08d704d7-5679-412c-a215-8a2e46305854,97d975f1-f80d-4ffe-9300-eec1323f4984
15e6c723-5b44-4007-8075-03dec63627c1,22fd5448-45ec-4d07-8a57-cf7f77fc21ed
bbc9da93-9e56-47f4-8cf5-7665a9644474,59558265-2a4f-431f-9f06-90d51ffd8cec
8e353953-eae4-41d3-847c-f98c460c0a83,79e1dc7c-368b-470b-b4ec-15c577042ceb
c0133b8a-513c-431a-89ef-bba65135fbd0,1bedae84-8390-4704-9815-c3991f4ad648
b85a7b79-748e-4e4e-af42-cc44c571042f,914ba55b-af6f-43e4-90ac-8ca4ba218631
52bcbc2c-90d4-44b4-819d-50ce23e756a6,ffe07512-6194-4aef-a00a-433e0e45ef12
220d533c-ec3b-4658-9475-d22dfc093c78,5ff35b63-7433-444c-b1db-1f720624b6ee
3da499a1-ace6-4f18-82b4-277ac3e9342a,e1824883-90bf-436a-96f2-8fd1e7479022
dccb7221-3526-4eb0-b40f-b42283eee6e4,627f5526-8338-4f76-9df1-5908e64c80ac
061104d6-e647-41cd-a0a0-2f9f813314ef,499d9b4e-d787-45c5-b4b4-281117a9c824
51b55b5e-d3fa-4057-9c39-a7961664d5a0,b92107a2-890a-4ac1-8928-b4cc26380e87
688add2c-0930-4eaa-9ea4-ca38c49bbce8,c7ee9dd0-5b48-4808-a7b9-8512ab9d36ff
2f741c0a-a142-4941-b602-cbe74ae0180d,445fe0d6-febd-4c57-baf9-a5a4024343f9
c9441ddc-ea70-4669-b8a9-6013135dc053,d09ed25d-aaba-4cde-8623-2d0eeb0a4db6
8899f508-fe46-479f-a769-ed5d8fcb754b,93b25469-0882-449d-91bf-0ad552ac48bb
482c7514-fefc-4b67-bc4f-6d8dd9820faf,969af4a4-7b1d-44d0-8c57-d86b35926612
1522d928-0cf1-4801-b09a-e40bba3bc00b,3a02289b-5424-4d54-b209-1cd61a2cd51b
ba96c1ac-d0d3-48df-9b0b-5e9733c1aa05,5ff35b63-7433-444c-b1db-1f720624b6ee
0639157a-7269-4dae-ab63-ea8be7ce6c82,6b57f553-6575-4daa-870d-2ad19df02bee
79127d26-41b8-4888-b4cd-97ad119e1294,0a62dce6-d6be-486d-bb6f-54a6b53ed4f6
312a960e-a949-4fdb-b441-f3263a054eba,b4610763-e058-4371-a683-fef44cc87fd0
0c147159-8137-438c-82d2-cec160019c1c,7a2a6e70-9b3a-4806-a2de-91ddb7d48c48
b8af26ff-562d-430f-b808-7dd48c748b08,c97e6ca0-7c70-402c-ae4d-1b60354f0f68
26687258-a8e9-435a-8c3b-32d2e91e9030,b46e82ad-f2ad-4f9d-ac7a-4891170df66d
83328eb0-54d6-45f7-9932-21fd82b41c78,8946064a-bfd6-4fb4-b658-6df776f163fd
b8af26ff-562d-430f-b808-7dd48c748b08,5ee46ff0-23be-4b3c-a4e1-8c4e9c9283ed
640344af-ddcb-4b6b-8a45-7698806ba666,8e7c2fcc-83ac-4412-9641-dbd93d456f53
81bff668-da37-4242-9fd3-4c5c8b0928c2,12f674fa-2120-4dfe-8d64-dfeefeae549e
6fa681ab-2ef9-42e3-a3f4-850fb107689c,80114259-7420-495e-8893-5cf5b5bfc7aa
b5cee133-0a8b-45f4-a2b2-b312b6a33200,d163c11b-3ddc-45ab-9bbb-b9e46a8cb71c
eb56a752-1d4f-4026-b084-e84c2d596b77,6d60fe4c-e9d4-4468-819d-744d63877e7f
8f49f408-fc0a-4be8-95bb-339740116214,2914c392-df09-4325-b313-2dea3be6e02b
2e03a888-fbaa-43ad-b96f-7d86a3e8ad3e,894fa3db-364c-41cc-8459-69d1701132d8
259f39a5-56f2-4311-908d-a370bd1ab6a7,608237c1-b8c4-4c12-9591-f8601cb6f9ef
80059e57-268d-4d81-be2b-febdaf2c9356,645697e5-bcf1-4c73-8fbc-e8ee1d933b1c
6b8d220c-4ddb-4ea4-8fd8-d5bf2827bb24,bee8b99f-61e8-4f12-912d-ec5213802661
99288af6-e5fa-4aa8-9421-6385b4f9eca6,d126703b-3058-49f8-b874-1f0e6a2ed961
