id,shop_id,product_id,promotion_id,price,currency,setting_date,avg_rating
8f60f349-17bb-4428-9a69-7fcc3829e9b9,974f962b-0469-4da6-b51c-669a9698847f,50822024-718b-4f8f-9a21-8883efd2ae35,1f7b3b33-d5f5-4449-8353-a63e5398af25,3990.28,BTN,2024-05-15 23:28:47.881345,
9731d3a6-8e50-4a5b-a5b2-a3eaba97c37a,044728b0-8155-46c8-8b58-65234fb17016,980b0a32-fd9f-40f2-a313-fd2f8518eaeb,,837.32,TTD,2024-04-06 23:28:47.881345,
4a6ce779-8c74-48ef-abd9-c0201c7d75d8,d1c53fbe-fa2a-42a2-b2e1-0d7be681407f,4be7f006-dd52-438c-ad9d-64bccf80263f,5a97f94a-cb2c-4333-8706-4bcfededf1b8,1053.79,GEL,2024-06-12 23:28:47.881345,
203f164d-c52a-4826-b139-d5664e006f52,fb1c034a-3a18-4fb0-9aaf-39d071ba9f1f,dcdaeac4-9691-44a8-bc29-3a372d8f0fe3,d1de8359-b9f2-42b6-b7ee-985f9a230f06,3341.52,ZWD,2024-01-23 23:28:47.881345,
f823f688-3bca-4af1-9bfa-7144d2c46d8f,a43a2fdc-c6ee-4eda-be82-5070cbc461b9,c675839f-2826-4d13-ac1c-d16bb96dfd33,473b2c79-7e52-4bd6-99c0-3a30546eac0e,2017.61,PLN,2023-11-27 23:28:47.881345,
773ef786-72e7-43bc-aa16-5f610440b080,58aa0090-ba9c-4563-beb6-fbf5860d6794,cecfff2c-4d90-461e-93da-8cb4aa99efa5,,4455.45,SOS,2024-06-11 23:28:47.881345,
0a7baaa0-a4f8-4fa1-a87c-87726d493796,5ecdac6d-950b-48fa-9a1a-4e343c157a9a,714ebc9b-f31c-4a23-860d-486493d664d3,,236.14,SAR,2024-05-23 23:28:47.881345,
665a39b5-53a7-4335-9710-968ab8c9ab19,ccb5f9cc-9f9a-4644-a7cb-200073a1002d,fecdc1e4-2f83-464c-a383-8795c9c988a7,8a5ac7ab-d7ae-4ded-86c4-7e939bbcfe88,2988.74,MRO,2024-04-04 23:28:47.881345,
2ce5b4b5-4d17-4cd4-a9d7-44b81ab3f58b,df8f9aac-6d26-4883-9b12-cb574fa6eebf,f08a6dd4-3128-4fc3-8827-238e64477df8,2a67f273-2a2b-49c1-8926-a3e286f31880,3577.7,GGP,2024-01-03 23:28:47.881345,
90ec508c-d1c0-4aee-955f-d41048fcf570,bafc5e39-6814-4069-a5de-691ffc4d6586,fea61e2c-694a-4788-b8f2-5af7e68b104e,,1503.53,ZWD,2024-02-05 23:28:47.881345,
5a565d0f-95a3-413c-95ad-137140fc5aff,72ff3865-3956-4e62-a1e3-6be36c6f05b4,8aa7b5a8-400c-4c67-a00d-0a4ffdbabbb7,cc45a874-8c72-4f9e-95a3-0b81ddda6842,1727.42,PKR,2023-11-15 23:28:47.881345,
f20f0c49-e576-4b4e-9283-75408c364ecc,3c08426d-712e-4205-846c-8c1d1b51c2e6,13816165-e95b-454c-8e54-b1b7b8f73ccf,,996.22,CAD,2023-10-23 23:28:47.881345,
f7c40d0f-e98d-4081-82fb-a98e5d44a13a,f27fc082-9b62-4963-aa85-936954588325,72ebf23b-f37c-4010-87a2-389bbcd5326b,7279325c-839d-4b3c-9c08-cb38ee422f30,882.81,CNY,2023-10-01 23:28:47.881345,
3da7daf9-8738-412e-9ba7-505ac189b021,22efbe1e-a19e-45ba-a1a7-8e682ec3f49a,69165641-1df3-4268-8f20-e7433177d60f,88712950-d897-43e3-ba10-5acb08524d5f,2132.29,MRO,2024-01-17 23:28:47.882345,
5330980c-cf4b-4aaa-b756-6ffe12de2b75,5b8be2d9-5793-4fbb-894a-3ed502f15aa0,a6562d63-1862-4e0c-b2af-79bf36ff1aca,,4949.17,BYR,2024-04-25 23:28:47.882345,
3c775b30-e324-4095-81de-ef356367f4e0,7c2e6da1-75f5-484a-bcf1-fdbca0304a91,0dececee-a4dd-4c2d-a652-d2b29b55bd1d,e19d5eab-337e-4737-8fbc-848572d33433,791.92,VUV,2024-07-04 23:28:47.882345,
57d531f8-7e7e-4d10-9dac-cc3ef889cace,5e2bb422-d1be-4ca0-bae0-76fbb48137c7,75c595e1-5e84-4a10-9123-5799b0bcf899,,1231.92,SAR,2024-02-16 23:28:47.882345,
9e5e0d64-5b7c-4397-a784-c8e18d93106e,c8f03d1a-dc7f-4da9-957c-37b0907d8962,30e5b1c6-1b75-459c-bd4b-aa27fe8d0a4c,,3391.66,NZD,2024-01-18 23:28:47.882345,
a68e4e1a-d418-4745-8093-344b02e6fc9e,f8081f61-57e3-44ee-90cc-877600a698b3,a8c1b4cd-80cc-41e2-967c-6fa8d670d298,,4046.78,FKP,2023-10-19 23:28:47.882345,
3809633f-ecfe-401c-ae3d-efd33c0d5560,a7722700-3a27-4844-9f65-bbc61a062327,a7c41e61-da3f-42bd-b9e1-f5b2cc664960,,4272.48,CDF,2024-02-27 23:28:47.882345,
300b43e4-294f-44dc-a3bd-b0f8cc7d6a64,6941a657-66b4-4693-b194-5555588e594f,152ffa22-1010-4a8a-897a-aae6ca6b4266,3fa03525-4f3f-4183-8e65-ef61be63cb63,3526.87,IRR,2023-11-16 23:28:47.882345,
5e09d217-0531-42ac-9323-eb02b8eac24f,0975e9c7-b24e-4d9d-b39f-3fa1931abff5,a02c1042-1068-41b3-a87c-2513a3bcf7f6,a1a6cb51-51e3-4958-a7fb-c8d4a18520be,4895.22,CAD,2023-10-20 23:28:47.882345,
e0454a56-27de-4a38-9ec0-86c732e71483,115e4b77-801b-4ac6-85d0-1099b01ab775,3cd198b1-993d-42db-afa4-d10bf22009bf,,2831.87,IDR,2023-11-13 23:28:47.882345,
449c5168-fbee-4fb1-bff3-00615f91a4d3,868a08ad-1ec4-4a99-b0d5-acf150918602,2e2502b2-2234-40f5-9817-d251bcbe57aa,,920.93,ERN,2024-07-11 23:28:47.882345,
4a5533cd-00fd-434f-9c6e-cb2fc985972c,03c523a8-d059-46c0-98f3-7c5090e21db9,3ccd46e9-c846-4e4c-9292-00b5cb974913,,3927.52,AUD,2024-01-09 23:28:47.882345,
3ad9e2e7-6e1e-4396-98a0-202798d4083c,f66229fb-fa7a-4308-9ca3-5d36a93422a0,a7ac13af-099d-419f-9c3d-97fbac11b2f3,7f5af364-0a88-4faa-9b58-37744aa68667,3075.73,TTD,2024-04-05 23:28:47.882345,
81d87a9d-0405-49f5-b698-5554a2f341c4,c707f6e7-a09f-411e-83c2-c0d9e137f554,152ffa22-1010-4a8a-897a-aae6ca6b4266,,2263.77,VND,2023-11-09 23:28:47.882345,
e0f8c833-813e-4765-973d-63fa69ab431a,9420c1b8-0bfa-4f0a-8486-6928ef9780b7,9164acaa-b71c-4e55-8ac4-89f67661432e,081a8eaf-07b9-4703-a756-2e87f7cbadc1,4547.66,CLP,2024-07-31 23:28:47.882345,
533e8081-3049-41a0-aeb3-c46b291b08d8,e2d6aed0-166d-4d0c-a3d0-2f157f3ff9a1,815a1f84-38de-477f-a212-25e0242ff564,357868f8-bd60-4e6e-b788-359c9aac5688,341.26,CHF,2023-12-02 23:28:47.882345,
08c1ff77-2a2b-4dff-ab12-0d629ce72dfa,bd2d9948-d6a2-453c-9c34-bcf165ca6b2e,259c2ad1-b9d0-49fe-a09d-eb864ff03090,b2f61241-e224-4c21-a16d-5c1b87565bb5,898.6,AED,2024-08-11 23:28:47.882345,
c39ccfa5-1894-47ad-ad70-9e8e0230cdbb,3fd86a19-e32f-4bee-bca2-0d1d64ac829e,ba91a6cb-04df-4fcf-81cb-c7175b4dd9f4,,2547.65,IMP,2023-12-01 23:28:47.882345,
e524c3f1-75c2-4d45-b537-e2313157e0c6,a6c4fc1b-0f12-4841-9e81-67a988c49100,aac6ce70-5571-4982-bfd5-bb38c61a98d2,,1194.14,ZWD,2024-08-10 23:28:47.882345,
fb6c0e87-1d3b-439a-b5be-bb6f56987e39,fad0c7f5-ef18-49ae-bcaf-f5e494956c71,97b67aad-2811-4ed5-ab0e-2c4620e6c198,,1930.37,HTG,2023-10-22 23:28:47.882345,
d034855a-f053-4149-94ea-adb08c9c6413,690546b8-0663-489f-8423-f0b8849f0bec,90a18297-01d3-45d5-ad3c-cec690ae83ec,301c86b1-cc25-4ae6-8623-adb46c5d7fb9,2219.07,INR,2024-03-10 23:28:47.882345,
b355a359-6fed-41a3-b1ae-5d55ca2040da,a9490cd9-005d-4817-92eb-baab2b9ad14b,708c918f-b461-4ab3-9728-93ed4d044f24,20e6f434-cc2b-4d7e-8d14-a9d1fdcf9de9,2328.54,SAR,2024-08-08 23:28:47.882345,
c69634ab-a24a-44e0-819e-0d91005f99f7,b0ae81c3-16e4-4fd3-8c14-121a76b10a51,37d1928a-84a8-4b92-a0fc-7d7665592047,,3451.55,NPR,2023-12-03 23:28:47.882345,
fc97f940-f9c6-4437-96d7-9db3c83f594f,cdc36de4-9ba1-4a58-9b1f-23322445dfbf,252e7df7-63b0-4997-a8cd-5659c7c3463f,,4428.55,BGN,2023-09-10 23:28:47.882345,
f3c1471d-0665-42c0-b82f-f9b5bfe3367a,5afbb715-581c-45be-9f46-dca0d2f6b9b0,25e1a0fd-5c36-4aec-9009-8459cc298ecf,,1639.83,DOP,2024-02-03 23:28:47.882345,
aa5ad4ab-1c22-464b-82d0-ad9f95dd4011,c5f87882-b67c-423b-a1c9-6a92271d2667,7398646f-dfeb-4653-a586-eb5b443a4876,,4500.33,SDG,2024-08-23 23:28:47.882345,
80db63ff-bdfb-44a0-9b83-c89b1ad8cd1d,97dd8ccd-b428-4a00-ae52-63e52bcd20d8,2c956cfa-3d20-4e32-82d8-f1f9103c88b9,,2333.58,STD,2023-09-19 23:28:47.882345,
fc2049f1-f3ad-4b3e-8bba-a6da6023efff,d7a90cc3-607e-41bd-8979-319b0eaf30f8,4e5eaf2c-decf-402c-87b4-5908f1d84150,2013043d-8360-48d7-bcab-58e4cb0cdce4,2306.74,MOP,2024-03-22 23:28:47.882345,
a23fbc86-47bd-4cc1-b22c-0f3c4e54ded5,c4adef6e-91a6-4897-985b-3a9331ccc1aa,296b917a-eba5-4a84-87ca-63614fceeaa6,f7790769-b779-4c85-bf2d-1f74b535f610,3518.67,IDR,2024-05-23 23:28:47.882345,
aeeec946-d893-469d-8668-0186ae74e2df,2466846f-c426-4de9-a911-de581f0ab224,55b361b9-4ceb-4257-a43a-9bd8d908383e,,287.66,GGP,2024-02-18 23:28:47.882345,
e76ba83c-5d70-4c06-8b64-a16c21adcaf4,7ffc3333-7f73-4945-985f-43958c892719,70cec7b4-1f9b-4688-93d4-a03d866c7241,8e5193d9-01ac-4a44-8a48-29915fd98541,4464.69,HKD,2024-03-03 23:28:47.882345,
0c1188d4-6436-4fdb-9db2-d3a0e79ef277,ad546224-3fed-45e3-862d-feb30262898d,49467c48-17e0-4afb-bc44-8a6275bc4280,73031d79-62ff-4313-9029-3bb7c31fd47b,3361.98,IRR,2024-05-10 23:28:47.882345,
a7ae3ce9-8b91-4183-965d-1ee82c0956a1,5f6f3707-89fb-479c-a7cd-e199c5f83ad4,195040ca-87c3-440d-8d7d-b565910400de,,632.67,SZL,2024-09-05 23:28:47.882345,
bbb24f33-7c7f-457b-85c1-635c19486a7b,8b422460-ccdd-4747-bf5e-9aa1b7ffaf20,4dc528f9-8f14-4c69-8519-b3e88c48cbcc,96ae09cb-03ed-468e-9439-0c3e1050afe8,1012.72,KPW,2023-11-13 23:28:47.882345,
51cd2df2-b914-4c92-8fb3-621607a09e4c,6b7d3fbc-4069-4e75-b036-7fc35adbc7cc,f17a628d-4b7b-4cd1-9928-5f1793ca7f3d,c7d0dfbd-650a-43bd-b773-46826283ef51,4504.87,LAK,2024-05-30 23:28:47.882345,
99f05c7f-2f3e-41e2-8c05-e2b06f826076,ad546224-3fed-45e3-862d-feb30262898d,9a7d93c4-37ac-42bf-b749-2d2f55ab293d,,494.93,KPW,2024-04-26 23:28:47.882345,
7935b501-1f62-44f4-b0c4-8bd811656fb1,f7d48c11-f825-4b59-8471-7fd65b476fe1,8d43029a-5712-4f52-93d6-8df8395b3c34,b0eb16ad-7312-451c-9c6b-0a06c1c6e51f,4552.17,STD,2023-11-19 23:28:47.882345,
0d566524-d165-434b-a63c-4bfe7c17f0f1,18d12ac9-84b3-4715-b3eb-46b59f2af3d5,7a5ef5fc-1e9b-4528-baa6-96f9da15c2f8,b428844d-856d-408d-b928-4cc573637158,4813.03,SVC,2023-10-16 23:28:47.882345,
5e789d97-59e9-4603-93a4-2721c12d6c1e,90b0a112-82b3-494f-abe2-d3004053181a,77396603-27df-445c-b8db-8f6e44e358eb,,189.93,BMD,2024-08-14 23:28:47.882345,
a84de68e-85ef-4855-bf04-4a9752e454b9,e3e5d45f-9e6f-41be-8927-de53ee1c86ff,c9cf3cda-7e46-49d2-a9e6-eef00602adbc,,4968.04,KGS,2024-05-06 23:28:47.882345,
dad05d47-0e34-4821-8816-9dbaf077e7ee,febf0fd1-5121-4129-aefd-e9972a931840,eee1e784-3f18-4c91-b859-8749cda439b2,,3696.36,FKP,2024-02-12 23:28:47.882345,
b36aa01d-480b-4eb2-8ddf-7b71e3f9c4dc,420a70c2-8536-40a9-8ca5-0ee9856095af,bcf7213d-9348-41be-ba19-f30aeffd7398,,233.39,AWG,2024-01-02 23:28:47.882345,
f3c8713e-cdd1-407b-90e0-fb24862e0f5f,e0dc7278-9e44-416c-bb82-c74ad1881749,b3afae63-91a2-40ad-8bce-acaf9a1ea704,116d6b84-2461-44d0-8080-1fe813f27a07,1664.92,BAM,2024-04-06 23:28:47.882345,
d0888670-08eb-4e73-bf8e-943975acc2e8,9af5b87e-4ff4-47d7-801d-c16c7a87e9b5,a3c7875b-35d8-4bfb-9436-56e252084ad2,acc687ea-55d8-4492-98f8-7ce111bcea26,665.31,AZN,2024-01-24 23:28:47.883315,
b5679b92-3362-4a0c-bad0-5f885ae1765f,ebffc803-2941-4f8b-8a1b-9ae3d618b06b,e013d7c1-576c-4f1b-8d9f-c24fa840269b,,4134.54,USD,2024-01-25 23:28:47.883315,
53f01a64-77c3-4807-a254-1b619472ad08,1aae827c-38d5-44d6-b41d-f30632ee5fb6,608654c4-b7eb-4f73-9faa-4e3aa0be5193,229f92d4-23da-47b4-b98e-c46dadac198e,2820.73,MVR,2024-02-09 23:28:47.883315,
8838d607-f084-4520-acf8-85835ef5cbb1,3c46fe6d-4fb1-4c75-bd77-2daea50d2123,7738887f-18b8-4b5e-b1e3-b14a507bd4ad,18513f3f-cc8a-4f54-afad-aed7905c4163,3358.08,RON,2024-04-27 23:28:47.883315,
ea885cd1-3736-4611-bfe0-47cb56a52b24,0049ea18-cf16-4bc6-9a3e-04c2ac743a55,259c2ad1-b9d0-49fe-a09d-eb864ff03090,,2710.46,SYP,2024-03-13 23:28:47.883315,
38f6b3af-c97c-47a8-b509-2700f741ac4c,383d9d43-1af2-4946-a224-7467391fa93a,1f9bfb8d-5faa-4824-bae5-0e502bb63966,,516.62,BND,2023-10-19 23:28:47.883315,
e67aa8fb-1502-4953-869c-85cc43f942d4,6d198556-8a23-4ad1-9800-8e72bb2dde55,258dd337-f5f0-44b8-8fcf-4e8f036e2c3f,51b0316d-1b70-4f13-99fd-4a40d3f24ac5,3216.17,CZK,2023-10-26 23:28:47.883315,
