id,retailer_id,title,address,phone_number,fio_director
0695fb76-29ec-45ac-bfba-ddf5d476c536,2f7c45d7-e0c6-4217-98bd-23858fcf0165,Акульчев,"г. Елатьма, бул. Чкалова, д. 698 стр. 35, 262021",82723471820,Синклитикия Львовна Кошелева
5a2642a3-4a66-4710-b469-f6abb0ef0387,4e5c82ee-6b0a-4fc8-8341-03c59faf0fdf,ТК КАРАВАН,"к. Улан-Удэ, алл. Просвещения, д. 14 стр. 7/6, 007661",+7 015 621 88 63,Игнатов Мирон Игнатьевич
1edf8234-ed3c-4dcc-af38-2b901cc1dabc,d2b3a702-d7db-4292-9bcf-de37825eb15f,TAKANTA,"п. Нязепетровск, пер. Придорожный, д. 271 стр. 2/3, 043711",+7 878 437 4565,Вышеслав Демьянович Иванов
2764c3a5-ab6b-44a7-a3de-1f32c45b71d5,210fbf21-c88c-491f-8414-b91c82f12cb3,Сергиевское,"г. Таштагол, ул. Урожайная, д. 4/6 стр. 611, 912068",8 (656) 174-47-98,Бобылев Конон Арсеньевич
dfa6aecc-4203-4e42-9a7e-d8e57eb2c681,f4f2d8fa-0d5a-4ebc-989c-a946195fc2a4,Шольбери,"п. Невьянск, бул. Тополиный, д. 200 стр. 594, 036679",8 271 382 2037,Аксенов Гремислав Зиновьевич
0f5425c6-a237-4e50-862e-62eee95d939f,e2735f2d-0033-4df2-869c-f2dac4c707b4,20 сортов,"ст. Горячинск, пр. Поселковый, д. 24, 163140",8 843 153 01 15,Мишина Лидия Леонидовна
dea3dfc4-f746-457a-ab20-b3f8f6f9d603,47eae56a-2cd8-417e-bbf1-5b5897d474f8,Фиш-Клаб,"ст. Петушки, ул. Промышленная, д. 802 стр. 641, 298600",+7 705 927 6966,Амвросий Адрианович Терентьев
3473754f-5143-4c76-aa1e-bf411f9e2505,5dd5eeaa-4d3b-44ba-81e1-47558242bb60,Шоколадная мечта,"клх Верхнее Пенжино, бул. Радищева, д. 45 стр. 9/2, 633996",8 (756) 831-9016,Андрон Алексеевич Красильников
375f1f64-1fa3-407a-aaa7-cf6e5bfd087e,7ed63efc-e535-422f-9737-b62907404735,ФУД СПЕЦИАЛИСТ,"д. Северобайкальск, алл. Первомайская, д. 44 к. 23, 626155",8 167 401 61 59,Тамара Ивановна Капустина
b4da86b3-8334-4354-b75c-51cec2574fc3,748ca200-fb3e-4ef0-a893-3eb1c1be6bc1,Фрут Ателье,"г. Калязин, бул. Розы Люксембург, д. 2, 819126",+7 (245) 498-7195,Ратмир Власович Фролов
44a55ebb-5e9b-471f-91f5-004f19c141cd,ee30ae61-d970-4200-b5ea-dc6ec1f93ffd,my Greenway,"д. Амдерма, пер. Прибрежный, д. 236 стр. 63, 386388",84473393807,Павлов Афанасий Изотович
4e3a8305-d1b9-4936-b463-6957926a9499,4907a01e-b829-4e55-852e-140affeea565,23cupcake.ru,"к. Объячево, наб. Коммунаров, д. 48 к. 46, 737376",8 992 196 9269,Маргарита Дмитриевна Галкина
2ba6932e-50b4-4cbd-8f8e-35c9993635a6,5641e0ea-2461-4211-9e79-511bb4f2a54e,Винмаркет на Брянской,"к. Петухово, алл. Тополиная, д. 25 стр. 5, 167049",86037548089,Игнатьева Зинаида Ждановна
cde2ac4b-109c-43a8-81b2-193e414f195a,2616aef1-9534-4ace-835f-b4aa17c43013,The tea house,"ст. Белгород, алл. Сурикова, д. 37, 417107",8 339 258 4850,Дьячков Агафон Терентьевич
57c9aa4a-351c-4834-a50e-e3a2b5fb1b4b,2f8a90d3-429f-4779-9511-12512c7119db,О-Де-Ви-Рансьё,"клх Курган, ш. Ленинское, д. 5 к. 9, 909543",8 253 588 0859,Ершов Парамон Валерианович
1d646575-374e-4146-9532-4199a4c8ed90,b772f986-c000-4774-a023-99d846ef6cd8,Скорость,"ст. Шелехов, наб. Речная, д. 7 к. 9, 816172",+7 (106) 634-0810,Симон Бенедиктович Голубев
571a697e-9bf7-4fe6-8b6a-f262d63a97a5,4d3083cc-77eb-4560-b18e-4663224aadf4,Street Coffee bar,"клх Новая Игирма, наб. Сахалинская, д. 6/8 стр. 4, 285645",+77319798030,Евдоким Эдгарович Богданов
144ff7a0-59be-4f61-ad71-09302ce27df2,33aace10-fd6f-4701-8d48-7d4c21c31ba0,Zdoba Микс,"д. Камень-на-Оби, пр. Черемушки, д. 220 к. 7, 409590",8 177 420 3099,Якушева Ксения Мироновна
bf95bba2-0604-4e40-8f8d-5b18eacb2416,622ed63b-b622-4748-b8ae-c11f5e1f28dd,Наш вкус,"ст. Ханты-Мансийск, пр. Народный, д. 2/4, 116200",+7 657 015 0550,Федоров Фрол Валентинович
fd138f6b-9bed-401a-b320-2a93bd432664,544e5333-6562-488d-ba40-dda25be32255,Радиатор,"клх Ярославль, пер. Томский, д. 4/7, 509537",+7 (820) 069-9379,Зуева Валерия Васильевна
a46c120e-6e14-4f25-899a-dacac082fb3f,892d4c60-06aa-4da8-a5e4-8b82cea609b2,3 сезона,"д. Назрань, ул. Заливная, д. 93 стр. 1, 286693",8 (908) 188-50-39,Дарья Андреевна Третьякова
b08b92ee-906b-492f-9585-607449f142f2,f63af406-4d16-4a50-95ea-4e580d8da5b8,Сэйбл,"ст. Юровск, пр. Сплавный, д. 2/9 к. 614, 589427",+7 051 345 56 73,Федосеева Марфа Святославовна
d1282bc2-3a4b-41ca-a58b-2e29c21caee5,62080d9e-946c-4fc4-befd-e3c9317d9920,Delivery Coffee,"д. Краснотурьинск, пер. Воронежский, д. 3 к. 69, 369148",+7 255 357 2207,Нестор Харламович Осипов
915496ec-178a-4e32-a2bd-57f2760fca25,4063304d-b89b-4cf7-8e07-f7da5baae1dc,Cofe LavAzza,"с. Ахтубинск, ш. Ватутина, д. 54 к. 5, 741009",+7 283 227 36 64,Виктория Тимофеевна Петрова
7686f78d-9cf0-4ad3-9ee4-c375977badba,7fa96256-55e5-4691-931a-285c061c9f48,IceFish,"п. Архангельск, пр. Урицкого, д. 489 стр. 21, 120426",82162751116,Михаил Валерианович Сазонов
9abc2b89-51f1-45f5-83a2-a69b5931a0ba,ff2df524-b392-433a-ba4a-68f149f13477,Bel-produkt.ru,"п. Богучар, алл. Микрорайон, д. 8/3 стр. 183, 771544",+7 (124) 279-46-78,Журавлева Феврония Руслановна
1fc0bef3-47f0-43ee-9d52-7f1924411687,13ca834a-3316-40f8-a8fd-22d18524d856,Мастер Ча,"д. Чайковский, алл. Орджоникидзе, д. 156 стр. 511, 264462",8 (549) 700-9107,Акулина Егоровна Филатова
2a9e38dc-c499-4612-ae38-fbef9d6c819c,3d0be4f8-dcbc-41a0-baaf-2bd02ed6b1d1,ЛюСи,"ст. Малоярославец, ул. Медицинская, д. 20 стр. 4, 736389",+7 (273) 296-44-45,Виктория Никифоровна Пахомова
b9dacf67-09f5-4e9c-a536-911e831204a8,4fd22f91-8650-461f-bd12-6f0630375c53,Di Villaggio,"к. Набережные Челны, пер. Черемуховый, д. 866 к. 134, 673286",8 (990) 027-0440,Орлова Дарья Николаевна
71374606-9ec8-4f57-97ff-cac4144e9838,5f238349-dd7a-4c59-85d0-0f75915b5096,4 Чая,"ст. Жигулевск, ул. Гвардейская, д. 1 стр. 6/6, 531115",+7 750 867 7526,Овчинников Тимур Елисеевич
7df11198-f2d7-4e98-97de-acfc92eeea88,ef5c21e3-3b03-4c66-9439-8eb6cf90bf45,Мир ягод,"с. Серафимович, пр. Комсомольский, д. 4/5, 193381",+7 (009) 496-1099,Ольга Алексеевна Наумова
312df95d-61a5-4c97-a828-4095ff330dc4,70d25b23-3118-4184-beea-9357b312ad98,АГРО-СЕРВИС,"д. Кузнецк, наб. Титова, д. 4 к. 81, 059702",+7 (944) 431-0814,Сафонова Вероника Даниловна
ea3d04f5-e91c-465f-b248-84a796163f50,5e1b0769-9b63-47f4-b710-63475dbc10f0,Barmanager,"с. Калачинск, бул. Невского, д. 738 к. 41, 242372",+7 864 078 3281,Третьякова Наина Егоровна
127bcb0f-a1f8-4c24-8d20-b1e225ffcdb7,971ac27e-ae47-410c-b635-be7fc065973d,Пивной странник,"п. Красновишерск, алл. Партизанская, д. 808, 716765",+7 (087) 086-83-13,Козлов Павел Виленович
dba471ae-60ab-4673-b23d-53c32b2f3b24,ec691c6e-3445-4006-b3ff-fca547e092be,Delfi,"г. Миасс, алл. Курская, д. 9, 835513",8 (100) 479-51-53,Ефремова Вера Макаровна
1f341e9c-d0d5-4917-b067-b1f2ef8a1183,43691d28-e54a-4976-8b64-016153f35e33,Сервис Продукт,"ст. Нягань, ш. Промышленное, д. 531 к. 5, 438612",+7 289 384 7615,Герасимов Святослав Трифонович
a5856388-9587-4a39-96e1-01bcd93d441b,c5ad020e-7a29-4606-8c2b-3e7d84bc286b,Каприз-н,"п. Яшалта, алл. Максима Горького, д. 3 стр. 3, 675677",8 128 279 43 71,Евпраксия Петровна Калинина
2e1e9e7d-651e-4e23-96d4-93f54d4db131,79c42859-9073-4359-ac6f-4e5a02b8be55,Dulce Casa,"клх Подольск, пр. Черемуховый, д. 92 к. 6/1, 248259",8 601 044 32 96,Стоян Филиппович Веселов
56fa4a48-9e24-414d-88e9-6838f60912ae,3bc8e95c-6a0d-460c-ac64-d4b884903940,КрафтБирКафе,"п. Сладково, алл. Крылова, д. 4 к. 794, 860740",8 (943) 728-75-64,Мамонтова Регина Максимовна
d5b0a862-6be1-4a94-a8fa-33acf2788e9c,f9db8563-d35d-44b3-a864-6e76e2d9a47c,Arabica-Coffee,"г. Стерлитамак, ул. Спортивная, д. 21 к. 84, 845063",+7 119 631 88 53,Леонтий Антипович Красильников
f638a4f8-c630-4203-8582-cdfcfd1f312c,4a13515f-85c9-47f4-91da-69548c193ca6,Белые облака,"д. Сорочинск, наб. Королева, д. 8 к. 31, 848065",8 (497) 623-2782,Орест Гаврилович Евсеев
458fc283-b4b4-4a42-b0a8-a5923f37df18,73bdf81d-7c77-4bd5-adfa-8d364f0cf2f4,Vitarel,"п. Лесной (Сверд.), пр. Менделеева, д. 7/5, 556224",+7 (649) 580-41-12,Антонова Полина Ивановна
ac44df6a-0cdf-4d54-86ca-f805c3117afd,1c67c621-ad0e-442f-a0a8-396a20454060,VitaZdrav,"к. Внуково (метеост.), пер. Загородный, д. 282 к. 2, 047626",+7 (008) 417-2484,Евпраксия Никифоровна Гуляева
cd8d9445-dce0-4fd5-945b-067abd9b0e56,52dfc23e-e7fc-496e-b9e9-413171914d9c,Carrots and beans,"п. Бирск, алл. Ленинградская, д. 7/2 к. 81, 642366",+7 957 127 26 96,Ия Валериевна Мартынова
f4762fce-6d24-402d-aec6-05d6d5692792,89b949fb-4b51-4462-b84f-414e86e18f32,Вода для Вас,"г. Приморско-Ахтарск, ул. Малая, д. 1 стр. 964, 649819",81468768080,Октябрина Геннадиевна Кулакова
3786a538-21f4-41c4-ad91-b546e9bc68bc,fc0c9866-c922-4596-a9f3-fb541078d62c,Autocoffee.ru,"ст. Палана, наб. Депутатская, д. 6 стр. 849, 267822",+77032761993,Лариса Максимовна Журавлева
ed82eee1-63cb-489a-b0f6-6f387f1a77c3,7c5d6934-8a58-49ef-a074-b5dd25b77408,Lavine Coffee,"ст. Тобольск, наб. Смирнова, д. 608 к. 8/5, 676891",+7 (883) 884-3422,Лыткина Любовь Григорьевна
2a60384d-ce5d-4a57-9150-513e8dca4dc4,a14dfc1b-d807-496b-9a61-1c3d9a7ae717,Философия пива,"к. Кингисепп, ш. Монтажников, д. 7 к. 8, 473695",+7 (115) 829-9736,Фаина Тарасовна Журавлева
a29f451d-7084-4279-8dc0-3a576e2df74c,768ae64c-2979-44a0-83e9-c692f0a95987,Andrey Shevlyagin Cakes Couture,"д. Тверь, бул. Снежный, д. 984 к. 2/2, 583245",8 337 113 9155,Зинаида Наумовна Комарова
72cfeda0-76e1-4054-8ef5-20efd116352a,30b9f3d1-d25c-45d6-a421-901b4d962378,Лавка дымного мяса,"клх Павловский Посад, пр. Мелиоративный, д. 1/1, 336570",8 938 842 04 15,Бирюкова Анна Кузьминична
5f47e9bb-0ebe-420d-9a1a-374284183804,e168b664-d1ff-45ef-bb93-c04e8b9aea92,Дения,"п. Игнашино, наб. Каштановая, д. 4 к. 4, 074794",8 (337) 412-0270,Клавдий Архипович Нестеров
8907ef01-d57a-4cf4-af7e-3dd41445eaab,69117c18-40ff-45c7-9912-a1171bc55e3a,Слоёная душа,"г. Избербаш, пр. Больничный, д. 21 к. 77, 536248",+7 (089) 272-71-04,Надежда Харитоновна Носова
c8873947-d8c3-4bc6-9e61-e270455dd5fd,ef6fe1f4-0a02-4908-9cbc-78bbc4cfe8e4,ICECREAMCART,"к. Домбай, ул. Мелиоративная, д. 6/7 стр. 520, 542589",+7 142 662 86 47,Майя Яковлевна Воробьева
afb6f5a4-f690-4262-8472-172392b783cc,e49a6575-137e-4ef0-ae05-c22a9ea62f7b,ЗайЧик,"ст. Тосно, алл. Горького, д. 57, 519267",8 481 164 4696,Авдеев Станимир Гавриилович
e363ed4d-e9c0-4e16-9bee-2d076622e592,f2ba78d3-bd6c-43cd-9f11-636ed37e6a1d,КуулКлевер,"с. Иваново, ш. Флотское, д. 60, 489805",+7 (810) 186-00-81,Ксения Тимофеевна Гурьева
9e3770cf-da62-4be4-a58d-5d20251906c0,adc9d7cc-909a-4c99-93c0-a8391f0c6295,Сель-по,"г. Двинской, алл. Р.Люксембург, д. 631 стр. 45, 483720",8 677 169 0610,Соболева Лукия Даниловна
f16a7fff-161f-43d9-bc26-24c3e1f7cbbf,425f3bdf-2511-4b54-8d00-c27221985a65,Полеззно,"клх Псков, ш. Краснодарское, д. 79 к. 5, 565180",+7 765 094 25 79,Тамара Ильинична Овчинникова
8eca5282-b423-44ab-b71d-033b7dd64105,d5ae551f-1515-467f-81b7-23bda29e0de9,Камчатская икорная компания,"с. Ковров, бул. Алтайский, д. 645 стр. 250, 055035",8 491 844 10 84,Козлова Елизавета Натановна
cb106928-bf8d-4cd8-9210-7ad9988b50db,11f4487a-6660-435b-a7ca-dc56798617da,Небесный колодец,"д. Быково (метеост.), ш. Ягодное, д. 5/5, 684031",+79932375533,Ян Августович Федосеев
ffa993cd-a566-44b8-a332-7c28624db21e,f4e47d6c-4605-485f-93fe-bb5d16e07ced,ShopPark,"с. Каспийск, пер. Клары Цеткин, д. 72, 411781",+7 940 233 02 73,Карпов Алексей Эдгарович
d0f83830-14df-453d-99c8-f7c832a7d1d2,22958dd1-c2c4-4fe0-80fe-d279edfe2360,ART BEER,"д. Архангельск, наб. Тополиная, д. 36 стр. 7, 154952",+7 (568) 002-66-62,Миронова Элеонора Богдановна
5032df01-aa11-4999-a657-aba1552ce586,89268103-8107-407b-be48-c164f28b1532,КРАФТ & КРАБ,"п. Оймякон, пр. Весенний, д. 4/4, 039127",8 141 738 6860,Соколова Пелагея Дмитриевна
378ae39c-c0b4-422f-8832-1fa7d916ec37,32f6074e-35a1-4520-89ed-3b3199d91ec7,Кега 888,"с. Волгодонск, алл. Черняховского, д. 8/7, 371350",8 (250) 440-5470,Нонна Ждановна Михайлова
9c0d33e8-1089-4ca6-b873-aa6773326022,4580c769-d62d-4df7-8789-f7030c304955,ИП Трандафир В.С.,"д. Северобайкальск, алл. Урицкого, д. 2/6 к. 9/1, 286597",+7 184 459 1431,Радован Артёмович Гурьев
e265950e-cdcb-4e7a-a633-c9b0d957b3f6,7a2b4078-d4de-4ce2-8c78-d02f5a5c9d51,СКАТ,"ст. Кропоткин (Краснод.), бул. Дзержинского, д. 4 к. 3, 915337",8 (655) 073-45-12,Касьян Харитонович Васильев
bd085fe9-3dc6-4034-aa00-119089e6e38f,5697a68e-8eb8-4c1e-a628-7c3f689fdb83,Мини-пекарня Семён Семёныч,"ст. Серпухов, ш. Ленинское, д. 486 к. 1, 347492",8 961 886 69 70,Епифан Тихонович Яковлев
829ec922-b359-43f5-a858-1679453a5fed,45b9348f-0625-4051-adf8-292df23f9dcc,Бар винный базар,"п. Кингисепп, пр. Амурский, д. 8/4 стр. 7, 542719",8 (046) 519-2752,Ефимова Мария Матвеевна
38ea419d-e13f-4bda-b5b7-e2a82e8c4863,1d0e746d-168f-4e7b-8468-c0b9874b9e04,SweetSpace,"с. Бузулук, наб. К.Маркса, д. 74, 856563",+7 (606) 177-1456,Селиверстов Варфоломей Марсович
50a03bd9-2679-462e-ad13-f0c5fdd36f2a,e7b335df-ea1d-48cc-8948-0be31c3f572c,Любитель пиццы и хачапури,"с. Магас, пер. Озерный, д. 5 стр. 3, 338467",+7 (356) 434-24-92,Кудрявцева Евдокия Ильинична
80176d64-40b7-438b-9f00-97493d2a52f2,8bd654d5-0759-40d8-8649-82648316a253,Виктори Групп,"п. Малгобек, пр. Промышленный, д. 30 к. 5, 793742",+7 708 007 2530,Исай Анисимович Пахомов
ce1078e2-8f7c-4c88-834c-a1a0127d49e9,21aef4cc-0eb5-4609-a2d7-3a0a4069821b,ВотерЛюкс,"с. Пермь, пер. Титова, д. 7, 402607",+7 (127) 447-0043,Дьячков Максим Тимурович
f6e6b20b-613d-4dab-99a2-f4be2ccc908a,90e23cbc-99e6-424f-9e54-51b407b5ec76,Интернет-магазин продуктов здорового питания,"к. Таштагол, пр. Энергетический, д. 7 к. 647, 016888",+7 361 878 53 16,Кононова Агата Семеновна
6daec8e6-8231-42d5-b743-e46bc0f544a5,02f9074a-b7a6-47c4-a117-4b830301d1a3,Про-движение,"клх Белорецк, наб. Казачья, д. 9 к. 2/5, 932308",+7 723 471 6035,Ираида Дмитриевна Веселова
4a2dfb09-8763-494f-ab30-c6afb78a3115,fd647847-81c3-4ed0-b8c9-d77e2f979db0,La Marenn,"п. Всеволожск, ш. Белорусское, д. 3 стр. 547, 174131",+7 (775) 117-40-45,Акулина Андреевна Петрова
83ce94f1-62ac-476b-b40d-708d0dbf1212,6bfd28c4-a4b9-40c1-aae8-1d4f8cc62c95,Минералка.стор,"ст. Советский, алл. Театральная, д. 45 стр. 65, 898213",8 804 667 24 60,Сысоева Клавдия Оскаровна
89c8d6a3-2a46-46b5-b5b8-3454accfa5e6,68034bed-9bd6-459b-999b-a39d90931f9a,Русская Икра Люкс,"ст. Юрюзань, пр. Элеваторный, д. 57, 193108",8 138 666 9257,Стрелков Ефим Гордеевич
c619d9af-b8ef-4ee5-a692-f58f8ddc7749,6d838e89-6004-4a39-b5d0-15b2efabf373,Блэк Милк,"с. Черский, пер. 9 Января, д. 3 стр. 1/2, 324747",+7 943 993 0387,Васильева Ирина Богдановна
c222d3b2-b69d-47d0-9fc7-430c13fa2dc3,15bb5ae1-598a-46fe-b5b0-bd151f2dbf8c,Меткон,"с. Усть-Баргузин, пер. Леонова, д. 6/1, 447268",85377235015,Комиссаров Зосима Денисович
8d933a9b-6adb-4052-9eef-99871b70bf4b,734bc107-538d-4610-ab79-184799f624fd,CoffeeRoom,"с. Туапсе, пр. Зои Космодемьянской, д. 61 стр. 490, 675739",8 637 783 1918,Аристарх Евстигнеевич Селиверстов
4d0c8178-0a8e-4c7c-8f42-6df1a511217b,14181fd5-5dae-43c0-93f1-10eebbe7f7fc,Итальянская кондитерская,"г. Бологое, бул. Толстого, д. 7, 527137",+7 070 173 38 63,Фирс Трофимович Маслов
1bab95d9-c003-4aad-9a45-32c3bf02e3f0,879221ec-9b91-4806-a1d5-9b0ea56eaccd,Фабрика птицы,"г. Воскресенск, бул. Красный, д. 7, 246050",84876902410,Назар Гавриилович Козлов
d992049f-8b12-4e3a-93b1-87d2b3f2bcb4,122fd1f7-fb32-4a19-95d6-0d644bae9a04,Газотон,"д. Серафимович, пер. Первомайский, д. 290 к. 636, 903047",+7 (429) 981-99-24,Громова Вера Вячеславовна
1fcfe893-0850-4e79-be85-49aed90b7279,87e3b7b2-5c60-4b4c-8068-6b281ec9d861,Водаводолей,"п. Набережные Челны, алл. Ленская, д. 2, 948422",8 (225) 988-28-37,Флорентин Гавриилович Тимофеев
715afd4a-3278-4844-bec5-9c6a26532d7b,0deaafb0-e335-4f2b-8eac-da032ceb062c,zavarnik,"к. Тайшет, пер. Кольцевой, д. 6, 086081",8 295 351 3189,Амос Валентинович Кузнецов
791ca464-04b0-46d5-8136-0442ac2b9844,1c009668-de41-4b2b-ac43-77ad30a7af96,Динихтис,"п. Глазов, алл. Прибрежная, д. 1 к. 77, 200944",+7 (865) 875-0472,Молчанова Анжелика Болеславовна
1a929e0a-8a03-4b63-a6f6-14eb6be2b504,c5814237-a8c7-4aec-a376-4d6771756d90,Вип-Выкуп,"с. Кашхатау, пр. Клубный, д. 36, 435862",+74942631766,Иванна Даниловна Комарова
3dcafbcd-f120-49bc-b2ef-fd4f6022d4de,2cf7cba2-c0f6-44db-98b5-39a7a84f763d,Концепция пива,"клх Якутск, пер. Грибоедова, д. 88, 106707",8 931 922 36 48,Варвара Захаровна Жукова
3e9c4dc1-869e-4c29-8259-ae485007421f,deae6ca5-6059-4f93-a513-105b965635f8,ECOS group,"ст. Сочи, пр. Баумана, д. 5/4, 090253",+7 261 634 08 80,Дементьева Жанна Анатольевна
1ae72ea1-3e2c-4574-a496-e4a2d5028021,fc237cf1-388d-447f-841f-dfac0604fd98,Фермерское хозяйство Буркова Алексея,"п. Норильск, алл. Ивановская, д. 834 к. 30, 692838",+73283318133,Раиса Васильевна Андреева
abcbac43-e325-4a49-9515-0aefa5a7a88c,4ae43b2f-55c1-43d9-bad2-d074567a39c5,У Августа,"к. Холмогоры, бул. Ставропольский, д. 4/6, 794989",+7 771 379 76 58,Лихачева Евгения Владимировна
b9b55e59-bad9-4260-8297-7ac653de8414,f14dd724-43aa-44a8-8d2a-a8a17f73cea0,Charitea,"д. Касимов, ш. Серафимовича, д. 23, 788290",+7 656 648 14 57,Иосиф Вилорович Семенов
7588abac-93c0-4b59-b14a-3efb9803e53d,9275716b-8638-48f0-bfe4-89e18d8da2ba,Radhika,"г. Медногорск, наб. Ворошилова, д. 9/7 стр. 60, 147103",83379443582,Филипп Августович Лапин
e71d1935-2d15-472b-b8d5-1d627f49d342,50883d9b-6af6-4199-9dfb-deaf1d0c2bfc,КАМРАД,"г. Кашира, пр. Верхний, д. 51, 554426",+7 306 855 95 86,Галкин Аркадий Глебович
9d88022e-6a26-4cb5-ae5e-640b390c5325,c3a4e18e-97cd-4537-9f80-cf1b2bb37819,Генофонд,"к. Санкт-Петербург, наб. Просторная, д. 2/4, 016057",8 (617) 203-11-27,Иннокентий Владленович Алексеев
00000296-0e07-4e4e-8fa1-948be5bf83ed,f5d6957d-5fff-4aff-8819-8fd024ed379f,АПК Индиго,"г. Шумиха, наб. Портовая, д. 5 к. 6, 811751",88186238712,Селиван Ефимович Андреев
be4e64a3-e419-4fb0-b137-d9f6e38a719f,5d112980-4426-4571-ad68-31f7a03e4a25,АМФА-ТРЕЙД,"г. Соль-Илецк, пр. Поселковый, д. 19 к. 449, 177936",8 (180) 563-81-18,Зоя Павловна Константинова
1ffdabf2-23d7-4e95-a1b0-2170803f8a0e,73eea7c9-fd8d-4cec-bac7-c97fc7b8edba,Асаи Шоп,"к. Юрьев-Польский, пр. Звездный, д. 4 стр. 59, 544318",+77361711070,Соболева Наина Владимировна
ac974925-25ca-4d2a-8c52-b088370fd440,ee726c71-d2a1-4971-b3a3-f492eb730fa1,AQUA-ELITE,"г. Партизанск, ш. Шолохова, д. 3/5, 045519",+7 433 564 68 31,Олимпиада Ильинична Крылова
d8b27eae-cf6f-4e9b-b2c2-76bf2add77e4,e6fe6d39-ae8e-4b16-8510-9d13b7d75e17,Моя Вода,"к. Прохладный, алл. Карла Либкнехта, д. 9/6, 676538",+7 388 571 90 44,Давыдова Нонна Викторовна
